時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,155,0,5,40,5,5,0,5
15,170,0,80,80,10,5,0,20
30,165,0,100,110,90,45,0,20
45,150,0,120,110,130,90,0,20
60,155,0,120,120,125,110,5,50
75,160,0,110,120,110,110,15,50
90,145,0,115,120,95,100,20,35
105,145,0,120,115,90,100,35,45
120,135,0,120,110,90,100,45,35
135,130,0,115,110,110,85,45,40
150,120,0,110,110,115,85,50,40
165,130,0,100,115,115,90,35,40
180,130,0,110,115,105,90,35,45
195,130,0,110,110,110,90,40,45
210,135,0,100,110,110,90,40,30
225,135,0,105,110,110,90,30,40
240,140,0,110,110,110,100,30,35
255,140,0,115,115,95,110,35,35
270,135,0,115,115,100,110,35,40
285,135,0,120,115,100,90,40,35
300,130,0,115,115,85,90,25,50
315,130,0,120,125,75,90,40,35
330,130,0,120,115,100,95,35,50
345,145,0,115,115,105,95,40,55
360,140,0,120,115,110,110,30,55
375,145,0,120,120,115,110,40,50
390,145,0,120,120,120,100,45,40
405,145,0,130,110,120,90,30,50
420,145,0,135,100,110,90,30,55
435,145,0,135,95,110,100,35,35
450,145,0,130,115,110,130,35,35
465,140,0,130,120,110,120,40,40
480,140,0,125,115,110,120,30,40
495,140,0,130,115,90,120,45,40
510,140,0,135,115,90,110,40,40
525,140,0,135,95,95,110,45,45
540,125,0,125,95,95,60,35,45
555,130,0,120,100,90,60,35,30
570,125,0,115,95,85,60,25,30
585,120,0,105,80,75,65,15,15
600,110,0,105,75,60,60,15,15
615,105,0,105,70,40,50,20,20
630,0,0,0,70,45,45,15,20
645,0,0,0,70,50,45,20,20
660,0,0,0,0,0,50,25,20
675,0,0,0,0,0,0,20,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,15
