時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,40,0,5,10,5,5,0,15
15,110,0,30,45,5,5,0,15
30,140,0,75,70,25,10,0,15
45,180,0,80,140,80,55,0,15
60,180,0,135,120,110,80,5,15
75,170,0,150,125,130,95,15,35
90,165,0,165,135,130,100,15,45
105,160,0,150,135,130,105,25,65
120,150,0,145,135,135,100,30,50
135,140,0,135,135,135,95,45,45
150,140,0,135,130,135,90,35,45
165,140,0,135,120,130,75,35,35
180,145,0,125,120,130,75,35,50
195,150,0,115,115,120,80,40,35
210,145,0,110,115,115,80,25,35
225,140,0,110,130,115,90,35,35
240,140,0,110,130,115,100,40,35
255,140,0,110,130,120,100,45,40
270,150,0,130,120,120,100,35,40
285,150,0,130,120,120,105,40,30
300,150,0,130,120,120,110,25,30
315,145,0,130,120,120,110,35,50
330,155,0,125,120,110,100,40,50
345,155,0,130,120,120,105,40,50
360,150,0,135,115,120,110,40,50
375,150,0,140,115,145,105,40,50
390,160,0,140,130,145,105,25,45
405,160,0,135,130,135,110,50,45
420,155,0,130,130,130,115,50,50
435,155,0,135,130,140,115,15,45
450,150,0,140,125,125,115,35,35
465,140,0,145,120,125,115,25,35
480,140,0,140,115,125,95,35,50
495,140,0,130,135,110,95,30,35
510,135,0,130,135,100,90,15,35
525,135,0,130,115,110,90,25,35
540,140,0,120,105,110,90,20,35
555,125,0,115,100,100,95,20,45
570,120,0,110,90,85,80,25,20
585,120,0,100,90,85,65,15,15
600,105,0,95,75,85,65,15,15
615,95,0,95,60,75,60,25,15
630,85,0,95,60,65,45,15,15
645,0,0,0,65,50,40,25,15
660,0,0,0,0,45,50,25,15
675,0,0,0,0,0,55,25,20
690,0,0,0,0,0,55,0,15
705,0,0,0,0,0,55,0,20
