時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,0,40,0,5,5,0,5
15,110,0,80,0,10,5,0,20
30,160,0,100,30,50,20,0,15
45,170,0,110,90,80,35,0,20
60,170,0,110,120,80,45,5,30
75,160,0,110,140,90,70,20,50
90,160,0,130,150,110,70,25,60
105,170,0,130,160,130,80,25,60
120,170,0,130,160,130,75,35,60
135,170,0,145,160,130,75,40,60
150,170,0,145,160,140,70,40,50
165,150,0,130,140,140,65,45,30
180,150,0,120,150,135,60,40,40
195,150,0,110,150,125,50,65,60
210,150,0,105,150,120,45,40,60
225,130,0,105,145,115,45,50,50
240,130,0,120,130,120,50,30,50
255,130,0,130,120,125,40,35,45
270,135,0,130,130,130,40,35,45
285,140,0,120,130,130,40,45,35
300,125,0,115,130,130,40,50,50
315,125,0,115,140,130,40,50,60
330,130,0,115,140,145,40,50,70
345,150,0,115,140,145,40,35,70
360,160,0,115,135,125,35,40,60
375,150,0,115,135,125,45,40,65
390,145,0,115,140,130,35,40,60
405,145,0,125,140,135,30,50,75
420,145,0,135,140,125,25,40,80
435,140,0,135,130,110,25,35,65
450,140,0,130,120,110,35,35,50
465,140,0,120,120,100,40,40,50
480,130,0,120,125,100,50,25,45
495,120,0,120,120,90,50,30,50
510,110,0,120,115,100,60,35,50
525,110,0,120,110,100,45,35,50
540,120,0,115,110,105,25,20,35
555,120,0,115,100,100,25,25,30
570,120,0,105,95,90,25,30,30
585,115,0,95,85,80,5,20,30
600,115,0,90,70,70,5,20,30
615,110,0,90,70,65,10,20,30
630,95,0,85,70,70,20,30,30
645,75,0,80,60,65,10,30,20
660,60,0,65,55,50,10,30,20
675,0,0,0,50,45,10,30,15
690,0,0,0,0,25,10,0,15
705,0,0,0,0,0,10,0,20
