時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,50,0,15,5,5,5,0,20
15,110,0,30,25,5,5,0,20
30,125,0,80,100,15,5,0,15
45,155,0,100,0,80,10,0,20
60,160,0,100,0,95,50,5,15
75,160,0,120,0,100,90,15,35
90,155,0,130,0,110,90,20,50
105,160,0,140,0,120,95,25,50
120,165,0,175,0,155,115,45,60
135,170,0,200,0,160,180,45,60
150,170,0,200,75,160,160,50,60
165,170,0,170,100,155,100,45,60
180,175,0,160,120,150,70,45,70
195,175,0,160,120,160,70,45,70
210,0,0,160,160,160,90,60,75
225,0,0,135,175,160,90,65,65
240,0,0,135,165,150,85,45,50
255,0,0,130,170,150,100,60,45
270,0,0,135,160,130,100,50,45
285,125,0,150,160,145,120,50,70
300,150,0,170,165,140,110,45,65
315,160,0,150,155,130,100,45,65
330,150,0,150,150,120,80,50,45
345,160,0,145,150,115,90,55,65
360,160,0,150,140,115,100,55,65
375,160,0,110,140,115,100,40,60
390,160,0,105,130,125,95,50,60
405,170,0,120,135,125,80,50,30
420,165,0,135,135,120,80,50,50
435,165,0,135,135,120,85,50,45
450,160,0,135,155,120,85,40,60
465,165,0,135,145,115,80,30,60
480,175,0,135,145,115,80,40,45
495,175,0,135,145,120,80,30,50
510,175,0,135,145,115,80,55,50
525,170,0,140,135,105,80,55,50
540,160,0,135,140,95,75,35,45
555,150,0,140,135,90,70,30,50
570,140,0,130,125,90,60,30,40
585,130,0,120,110,90,60,25,20
600,115,0,0,100,90,55,25,20
615,110,0,0,90,85,50,25,15
630,95,0,0,85,85,45,25,20
645,0,0,0,80,80,35,25,20
660,0,0,0,0,0,30,25,20
675,0,0,0,0,0,0,20,35
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,25
