時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,0,5,55,5,5,0,15
15,140,0,65,75,5,5,0,15
30,160,0,75,75,25,5,0,15
45,150,0,80,90,70,30,0,35
60,145,0,60,100,70,50,10,50
75,150,0,60,110,75,55,20,50
90,165,0,70,100,95,60,25,55
105,165,0,75,100,110,70,40,55
120,160,0,70,110,95,75,50,60
135,160,0,75,110,85,75,50,60
150,165,0,65,100,80,65,30,45
165,170,0,60,95,80,50,35,45
180,165,0,55,95,80,50,35,45
195,165,0,55,90,80,45,45,50
210,135,0,60,85,80,50,40,50
225,135,0,60,85,85,50,45,50
240,130,0,65,95,90,50,50,50
255,130,0,60,100,100,45,50,55
270,140,0,55,95,100,45,55,55
285,150,0,60,95,100,45,60,75
300,150,0,60,95,110,35,65,75
315,145,0,75,95,125,40,60,65
330,160,0,60,100,120,40,50,80
345,160,0,65,105,120,40,55,95
360,160,0,65,110,120,40,55,95
375,170,0,65,110,120,40,60,60
390,170,0,60,110,110,50,65,50
405,155,0,75,110,105,50,65,75
420,155,0,65,110,105,55,55,80
435,155,0,65,110,100,55,60,80
450,155,0,65,110,100,50,60,75
465,155,0,60,105,100,45,60,75
480,155,0,60,110,100,50,60,80
495,145,0,60,110,100,45,65,80
510,140,0,55,105,100,45,60,75
525,135,0,55,90,105,45,60,60
540,130,0,55,90,90,45,55,60
555,130,0,65,85,90,45,50,65
570,125,0,60,75,75,45,45,65
585,120,0,55,65,75,30,30,65
600,110,0,35,60,55,20,20,45
615,100,0,30,55,55,10,25,30
630,85,0,30,50,60,15,20,35
645,85,0,20,40,35,15,25,20
660,85,0,35,55,20,15,15,30
675,85,0,35,50,50,45,20,35
690,85,0,30,0,0,45,0,30
705,0,0,30,0,0,45,0,15
