時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,40,110,110,60,0,20,0,15
15,160,120,125,70,0,40,0,20
30,170,130,120,85,10,45,0,20
45,170,130,120,95,40,40,0,15
60,170,125,120,100,70,50,15,20
75,170,125,110,100,80,60,20,30
90,170,120,120,100,85,75,20,45
105,170,110,130,100,85,70,20,45
120,170,115,140,120,80,65,25,45
135,170,125,170,120,80,65,20,45
150,165,125,160,120,75,65,20,30
165,170,125,160,120,80,65,35,30
180,170,120,160,110,85,70,35,35
195,170,120,140,110,85,70,40,35
210,160,120,160,110,90,70,25,45
225,160,120,160,100,90,70,30,45
240,160,130,160,95,85,70,30,45
255,170,140,160,120,80,70,35,40
270,170,140,150,120,95,70,40,45
285,170,130,150,110,95,65,40,35
300,175,120,155,110,90,65,25,35
315,175,120,165,110,80,70,30,45
330,180,110,170,115,80,65,35,50
345,190,120,170,115,80,65,40,50
360,200,130,180,140,70,70,40,45
375,200,130,180,210,75,65,30,45
390,180,120,180,120,80,60,25,40
405,180,130,180,120,80,60,30,45
420,180,130,170,120,80,60,35,50
435,180,150,170,120,80,60,35,45
450,180,150,140,110,80,60,55,45
465,180,150,130,110,75,60,40,35
480,170,140,110,105,70,65,25,35
495,170,140,120,105,65,65,30,45
510,170,130,120,105,65,60,40,45
525,170,120,140,105,65,55,40,50
540,160,120,150,100,65,45,25,50
555,150,120,160,100,70,45,25,45
570,150,130,0,100,70,45,15,45
585,150,120,0,90,55,45,15,30
600,140,120,0,90,50,45,15,30
615,130,100,0,90,50,40,15,30
630,0,100,0,80,45,40,25,30
645,0,80,0,60,40,30,20,20
660,0,0,0,55,40,25,15,0
675,0,0,0,0,35,20,20,0
690,0,0,0,0,0,0,15,0
705,0,0,0,0,0,0,0,0
