時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,5,120,5,40,0,10,0,15
15,160,140,95,40,0,10,0,20
30,160,130,85,75,0,15,0,20
45,160,110,85,75,0,30,0,25
60,160,120,95,80,0,45,5,20
75,160,120,95,80,0,50,15,30
90,160,120,95,90,0,50,20,40
105,160,120,95,90,0,45,25,30
120,150,110,85,85,0,40,25,30
135,140,110,75,80,0,45,15,35
150,130,100,75,75,0,45,15,20
165,130,100,75,70,0,50,15,20
180,140,90,85,70,0,45,20,15
195,130,85,85,70,0,45,20,15
210,130,80,85,65,0,50,25,30
225,120,90,95,70,0,50,15,30
240,120,120,90,80,0,45,30,30
255,125,120,90,80,0,50,20,35
270,125,110,80,80,0,50,30,35
285,125,100,85,80,0,50,20,35
300,140,100,85,80,0,50,25,25
315,120,90,85,80,0,50,30,45
330,125,90,90,80,0,50,30,40
345,130,100,90,70,0,50,35,35
360,140,110,90,70,0,45,20,35
375,150,95,80,70,0,45,25,20
390,160,95,75,75,0,50,15,20
405,150,95,85,80,0,50,15,30
420,140,100,85,80,0,50,15,50
435,135,120,95,70,0,50,20,30
450,135,120,100,70,0,45,20,30
465,135,110,100,70,0,40,45,35
480,125,100,90,75,0,45,40,35
495,125,100,90,65,0,45,35,40
510,130,90,95,70,0,50,30,20
525,130,105,100,70,0,45,15,30
540,130,100,95,70,0,40,20,35
555,130,100,90,70,0,40,20,35
570,130,85,90,65,0,40,20,25
585,120,85,85,55,0,35,20,15
600,110,70,75,45,0,25,20,15
615,110,65,75,40,0,25,15,20
630,100,65,75,35,0,20,25,20
645,80,65,65,35,0,15,25,15
660,60,50,0,30,0,10,15,20
675,0,0,0,35,0,5,15,20
690,0,0,0,0,0,30,20,20
705,0,0,0,0,0,0,0,20
