時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,25,0,10,10,5,5,0,15
15,115,0,35,35,5,5,0,20
30,160,0,70,90,30,5,0,15
45,155,0,90,105,65,50,0,15
60,155,0,120,110,90,60,5,15
75,155,0,145,140,100,90,15,35
90,155,0,155,140,115,90,20,50
105,170,0,155,140,115,100,25,50
120,160,0,160,140,130,95,40,50
135,160,0,160,140,130,95,30,65
150,155,0,155,130,130,90,30,60
165,155,0,140,130,130,90,35,60
180,155,0,140,130,130,90,55,40
195,150,0,140,130,135,80,55,45
210,150,0,135,120,135,75,40,45
225,150,0,130,120,130,75,40,50
240,150,0,135,130,125,80,30,35
255,140,0,135,130,125,95,30,50
270,140,0,145,135,125,95,30,45
285,150,0,150,135,125,95,25,45
300,150,0,155,135,125,85,40,50
315,155,0,155,135,120,75,45,60
330,160,0,150,130,130,90,50,75
345,160,0,160,130,130,95,50,80
360,160,0,170,145,130,90,40,65
375,160,0,155,135,130,90,40,50
390,165,0,155,140,135,90,25,50
405,175,0,155,140,120,80,30,50
420,175,0,170,155,120,80,30,65
435,175,0,170,145,120,65,30,60
450,170,0,160,125,125,60,40,50
465,175,0,160,120,110,65,40,45
480,175,0,150,120,100,75,55,50
495,175,0,140,135,100,80,55,35
510,145,0,140,135,95,80,30,45
525,145,0,140,115,95,75,35,50
540,130,0,140,105,95,70,30,60
555,125,0,135,105,95,60,25,50
570,120,0,130,100,80,60,25,40
585,115,0,135,95,80,60,30,30
600,115,0,0,90,80,60,25,20
615,100,0,0,90,60,55,15,20
630,95,0,0,95,50,55,20,20
645,0,0,0,0,50,45,20,15
660,0,0,0,0,0,55,20,40
675,0,0,0,0,0,0,20,25
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,15
