時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,65,5,25,5,10,0,15
15,100,65,0,35,5,15,0,20
30,100,70,100,60,20,25,0,15
45,110,70,80,65,35,25,0,20
60,110,80,45,75,45,30,25,20
75,110,75,60,70,45,30,20,20
90,100,65,75,60,45,20,20,20
105,80,70,75,60,50,15,25,20
120,70,70,65,50,45,15,15,20
135,90,65,65,50,40,10,15,15
150,90,60,70,60,45,10,15,15
165,80,50,65,65,40,5,15,15
180,80,50,65,70,45,5,20,20
195,80,50,55,85,45,5,25,20
210,75,60,60,80,50,5,25,20
225,75,70,60,75,40,5,15,25
240,80,70,70,65,45,5,25,30
255,80,70,70,0,45,5,15,30
270,80,75,70,0,40,5,25,30
285,90,75,70,0,45,5,15,30
300,80,70,70,0,45,10,25,20
315,75,60,70,0,50,15,15,35
330,75,65,70,25,45,20,15,35
345,75,65,70,50,40,15,25,30
360,80,65,70,70,40,5,25,20
375,90,65,70,70,45,5,15,20
390,90,65,70,65,45,5,25,30
405,90,65,60,60,35,10,15,20
420,70,65,65,60,35,5,15,20
435,70,55,60,55,35,5,20,20
450,70,55,60,55,35,5,25,20
465,85,65,70,55,35,5,40,30
480,80,65,75,55,35,5,25,15
495,75,60,75,55,35,5,25,20
510,80,55,75,60,30,5,25,15
525,80,65,75,60,25,5,20,20
540,70,65,75,60,35,5,20,20
555,60,65,75,55,35,5,20,20
570,60,60,75,50,25,5,25,15
585,50,50,65,45,20,5,15,15
600,55,45,0,35,15,5,15,15
615,55,45,0,35,10,5,15,15
630,45,40,0,35,5,5,20,15
645,40,35,0,40,5,5,25,20
660,40,25,0,35,5,5,15,0
675,40,25,0,25,5,5,20,0
690,45,0,0,35,5,5,15,0
705,0,0,0,0,5,5,0,0
