時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,60,90,65,20,15,0,15
15,150,80,70,70,30,25,0,20
30,160,90,70,80,55,40,0,15
45,150,100,70,80,60,45,0,10
60,150,110,100,80,60,50,15,20
75,150,105,105,80,60,60,15,20
90,150,105,105,80,65,60,20,20
105,150,105,110,75,65,55,25,20
120,150,110,105,100,70,60,25,20
135,130,120,105,110,70,60,15,30
150,130,120,90,110,70,60,15,30
165,135,105,130,100,70,60,20,30
180,150,90,0,100,75,65,20,30
195,150,100,0,100,75,70,25,30
210,150,100,0,100,70,70,30,30
225,150,105,0,100,75,65,30,35
240,150,130,0,105,75,65,30,30
255,150,140,0,125,75,65,15,40
270,150,150,0,115,90,75,20,40
285,150,140,0,100,90,60,25,35
300,150,130,105,95,80,65,25,30
315,150,120,145,95,75,75,30,50
330,150,130,160,115,75,75,30,45
345,170,130,160,120,75,75,35,35
360,185,125,160,110,70,70,20,35
375,165,115,170,110,70,65,25,40
390,165,115,180,110,70,65,30,40
405,160,105,190,115,70,70,15,30
420,155,105,190,105,70,70,25,45
435,150,125,200,120,70,65,20,35
450,175,130,180,110,70,65,25,35
465,175,130,170,130,70,60,45,30
480,170,120,170,130,65,65,25,30
495,160,110,160,125,65,65,25,45
510,160,120,160,115,70,65,15,30
525,155,110,170,110,70,65,25,35
540,145,110,170,110,60,50,20,35
555,145,110,0,110,55,50,25,35
570,135,95,0,100,55,45,15,30
585,120,85,0,100,50,35,25,30
600,120,75,0,95,45,35,20,30
615,0,70,0,95,45,35,20,15
630,0,70,0,0,55,35,20,20
645,0,70,0,0,50,35,25,15
660,0,65,0,0,40,35,15,0
675,0,0,0,0,45,35,20,0
690,0,0,0,0,0,0,15,0
705,0,0,0,0,0,0,0,0
