時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,130,60,50,10,5,0,15
15,145,120,80,50,20,10,0,20
30,145,110,90,65,40,30,0,20
45,140,100,90,70,50,35,0,20
60,140,95,90,70,60,40,5,20
75,130,95,75,60,60,40,15,20
90,120,90,75,55,60,45,20,20
105,110,80,75,55,55,45,25,20
120,100,80,70,55,55,45,25,15
135,95,70,65,55,45,40,15,30
150,95,75,65,65,45,40,15,15
165,100,80,50,65,50,40,15,15
180,110,80,70,65,50,40,20,15
195,110,80,65,70,50,40,20,15
210,110,65,65,55,50,40,25,20
225,110,75,45,60,50,40,25,15
240,110,85,45,60,45,35,20,35
255,100,80,45,60,45,35,15,30
270,90,75,40,55,45,40,20,35
285,95,70,45,55,45,40,20,35
300,100,70,70,50,45,40,15,15
315,110,80,80,50,55,40,15,40
330,120,95,70,60,50,40,15,30
345,110,95,50,55,45,35,15,30
360,110,95,45,55,50,35,20,35
375,110,75,50,60,50,40,15,20
390,100,75,50,60,40,35,15,20
405,100,80,55,65,35,40,15,20
420,100,80,55,65,40,40,15,35
435,100,85,55,45,40,40,20,30
450,105,80,50,45,40,40,20,30
465,100,75,35,55,40,35,15,30
480,90,70,35,50,45,30,25,15
495,95,70,50,45,30,30,20,30
510,95,75,80,45,35,30,20,35
525,95,75,70,55,35,30,20,20
540,100,75,60,50,35,30,20,20
555,100,80,55,45,35,30,25,20
570,90,65,55,35,30,25,15,20
585,80,60,50,30,25,25,15,15
600,85,60,45,45,15,25,30,15
615,80,60,40,40,10,20,15,15
630,70,50,40,30,5,15,20,15
645,60,45,40,30,5,5,15,15
660,45,35,40,15,5,5,30,15
675,0,45,45,15,5,5,15,15
690,0,0,0,40,5,5,15,15
705,0,0,0,0,5,0,0,15
