時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,160,120,45,0,10,5,0,15
15,180,140,70,0,35,20,0,20
30,170,135,80,0,55,40,0,15
45,160,120,80,0,65,55,0,20
60,160,120,90,0,65,55,15,15
75,155,120,90,0,65,55,15,20
90,155,120,80,5,70,60,20,30
105,150,120,85,60,70,55,25,35
120,170,120,80,100,65,50,25,35
135,180,130,80,95,65,55,15,45
150,170,130,80,95,65,55,15,35
165,170,125,80,90,65,55,15,30
180,170,125,80,100,65,50,20,30
195,0,115,75,100,65,70,25,35
210,0,105,80,100,65,60,30,35
225,0,105,80,90,70,60,30,35
240,0,110,80,90,70,65,30,30
255,0,115,85,95,70,55,35,35
270,0,120,75,100,65,55,40,35
285,0,120,70,100,80,55,25,35
300,0,125,65,100,75,65,40,35
315,0,120,75,100,70,65,30,45
330,0,130,85,100,70,70,30,45
345,0,140,85,95,70,60,35,45
360,0,140,80,95,65,55,40,40
375,0,140,75,110,70,55,35,35
390,0,140,80,100,70,55,25,45
405,0,140,80,105,70,60,30,35
420,0,130,85,110,70,60,30,45
435,0,130,85,110,65,60,40,45
450,0,130,90,110,70,55,60,45
465,0,130,95,110,70,60,50,45
480,0,130,95,100,70,60,25,45
495,125,130,95,105,70,55,30,50
510,180,130,85,105,60,50,30,45
525,170,125,90,95,55,50,25,45
540,170,125,85,85,60,45,25,35
555,160,125,85,85,60,40,25,35
570,160,125,85,90,55,45,25,30
585,160,125,75,85,55,45,15,35
600,0,120,65,80,45,40,15,35
615,0,100,60,75,45,35,15,20
630,0,90,60,75,40,35,20,20
645,0,85,50,65,35,25,25,15
660,0,70,50,60,30,30,25,15
675,0,0,45,55,30,30,15,15
690,0,0,0,0,0,0,25,25
705,0,0,0,0,0,0,0,0
