時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,0,40,50,5,5,0,15
15,160,0,75,90,15,5,0,15
30,160,0,100,110,90,50,0,15
45,150,0,115,120,110,90,0,40
60,150,0,130,130,125,90,35,45
75,160,0,140,130,130,100,15,55
90,170,0,140,130,130,110,35,70
105,170,0,140,120,125,110,45,50
120,160,0,135,110,125,120,45,55
135,160,0,120,115,130,110,45,50
150,155,0,120,125,130,100,50,60
165,155,0,115,120,130,95,35,45
180,150,0,125,120,130,100,50,35
195,150,0,125,120,125,105,50,45
210,150,0,130,130,125,110,50,60
225,160,0,130,135,125,110,50,65
240,175,0,130,135,125,105,50,65
255,175,0,130,135,130,105,35,50
270,170,0,135,135,130,110,40,35
285,170,0,135,135,130,110,50,35
300,170,0,135,135,130,110,60,50
315,160,0,135,145,130,110,60,45
330,160,0,140,145,130,110,60,55
345,160,0,140,145,130,105,60,60
360,160,0,140,145,130,110,40,60
375,165,0,140,145,135,110,40,65
390,165,0,160,145,135,100,45,50
405,180,0,160,145,145,100,50,60
420,180,0,170,150,140,100,50,65
435,180,0,170,145,140,100,50,65
450,180,0,180,145,140,90,55,65
465,180,0,170,145,120,90,45,65
480,165,0,170,145,110,90,40,60
495,165,0,160,145,140,90,45,60
510,160,0,140,135,140,90,45,45
525,160,0,130,130,140,95,45,65
540,150,0,130,130,120,90,40,50
555,145,0,130,120,110,90,40,50
570,140,0,135,100,110,80,35,35
585,130,0,125,90,90,70,30,30
600,130,0,125,85,90,70,30,20
615,115,0,120,90,95,55,20,15
630,0,0,0,90,80,55,20,15
645,0,0,0,90,80,50,25,20
660,0,0,0,0,0,60,25,30
675,0,0,0,0,0,0,35,45
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,25
