時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,70,135,70,25,5,0,15
15,140,90,145,75,40,0,0,15
30,140,110,135,80,55,20,0,15
45,160,110,120,85,60,65,0,15
60,180,110,120,90,70,65,10,15
75,180,100,125,100,70,65,20,20
90,170,100,125,105,80,65,20,20
105,170,100,105,105,85,60,25,20
120,170,100,110,110,80,65,25,30
135,170,110,110,120,80,65,15,30
150,160,110,110,115,70,70,15,30
165,160,110,100,110,75,70,20,30
180,160,110,110,115,75,65,20,30
195,160,115,120,115,75,65,25,30
210,150,110,120,100,80,65,25,40
225,155,100,140,110,80,65,15,35
240,165,110,140,120,80,70,30,35
255,165,110,140,120,80,65,20,35
270,165,110,140,115,80,65,20,35
285,160,110,140,115,90,70,25,30
300,155,105,140,105,90,70,25,45
315,155,105,135,100,85,70,30,45
330,155,130,135,100,85,70,15,45
345,155,135,120,100,85,65,15,45
360,160,135,110,100,75,65,15,45
375,160,135,110,120,75,60,20,35
390,160,120,130,120,75,60,20,35
405,155,110,0,115,75,60,30,45
420,155,110,0,115,75,60,15,35
435,155,110,0,115,75,60,20,40
450,155,110,0,115,75,60,20,45
465,160,110,0,130,70,60,40,45
480,160,120,0,115,70,55,25,45
495,160,110,75,115,70,50,30,30
510,150,110,120,105,60,55,20,35
525,140,100,130,105,60,55,20,30
540,140,100,130,100,60,50,20,30
555,140,100,130,100,60,45,20,30
570,140,100,140,80,65,45,20,30
585,130,90,140,80,65,45,20,20
600,120,80,0,70,65,45,15,20
615,110,80,0,80,60,40,20,20
630,0,55,0,80,55,30,20,20
645,0,55,0,70,45,30,25,15
660,0,50,0,65,45,30,25,0
675,0,0,0,0,35,40,15,0
690,0,0,0,0,0,0,15,0
705,0,0,0,0,0,0,0,0
