時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,95,80,130,50,0,10,0,5
15,100,80,90,50,0,5,0,20
30,115,80,90,55,0,15,0,15
45,115,70,90,65,0,30,0,25
60,120,75,90,70,0,40,5,25
75,110,75,90,65,0,40,15,30
90,110,85,90,65,0,45,15,30
105,95,75,70,65,0,40,25,30
120,85,75,70,70,0,40,20,30
135,85,80,70,65,0,40,10,20
150,90,75,75,65,0,40,10,15
165,90,70,75,55,0,35,30,15
180,100,70,75,65,0,40,35,25
195,100,70,80,70,0,45,25,15
210,105,60,80,65,0,45,25,15
225,100,65,75,65,0,45,10,20
240,90,70,75,60,0,45,15,20
255,90,65,70,60,0,45,20,20
270,90,65,75,60,0,45,25,30
285,95,70,80,60,0,45,15,30
300,105,80,85,60,0,45,25,30
315,100,80,85,60,0,45,20,15
330,105,70,75,60,0,45,25,30
345,105,70,70,65,0,45,20,20
360,90,70,70,55,0,45,25,20
375,100,70,70,65,0,45,15,30
390,100,75,80,75,0,45,15,20
405,100,75,85,70,0,45,20,20
420,95,75,85,60,0,45,15,30
435,95,75,85,60,0,45,30,30
450,100,65,90,50,0,45,20,30
465,100,85,90,60,0,45,15,20
480,100,80,90,65,0,45,20,20
495,105,70,90,65,0,40,15,20
510,105,60,90,65,0,40,25,20
525,105,60,90,65,0,35,15,15
540,95,60,90,60,0,25,20,15
555,95,65,100,60,0,25,0,20
570,85,65,100,45,0,25,0,20
585,85,70,100,45,0,25,0,20
600,85,65,100,50,0,25,0,15
615,90,65,90,50,0,25,0,15
630,90,60,85,45,0,20,0,15
645,0,55,0,40,0,20,0,15
660,0,0,0,40,0,15,0,0
675,0,0,0,0,0,15,0,0
690,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0
