時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,25,5,0,5,5,0,5
15,90,55,40,0,5,5,0,15
30,110,70,60,0,50,5,0,10
45,95,65,65,0,55,30,0,35
60,90,75,50,0,60,50,5,15
75,90,75,50,0,60,45,15,15
90,80,55,45,0,60,45,15,20
105,75,50,45,0,60,45,15,15
120,65,50,45,0,55,45,15,15
135,60,50,45,0,40,50,15,15
150,60,40,55,0,40,40,15,15
165,60,45,55,0,40,40,15,15
180,70,45,55,0,45,45,15,15
195,65,40,40,0,45,40,15,20
210,70,35,40,0,45,50,15,20
225,60,30,40,0,45,50,15,20
240,40,50,50,0,50,35,15,20
255,40,45,50,0,55,40,15,20
270,60,35,40,0,55,50,15,15
285,70,45,45,0,50,55,15,15
300,60,45,45,0,50,55,15,20
315,50,45,45,0,60,60,15,20
330,65,50,40,0,60,60,15,20
345,60,50,40,0,60,60,15,15
360,65,50,45,0,55,60,15,20
375,60,45,45,0,60,45,15,15
390,70,45,45,0,55,55,15,15
405,65,45,45,0,50,60,15,20
420,65,45,45,0,50,55,15,20
435,60,50,45,0,45,50,15,15
450,60,55,55,0,55,45,15,15
465,50,55,50,0,55,45,15,15
480,65,0,50,0,60,50,15,15
495,75,0,50,0,60,45,15,15
510,65,0,55,0,55,50,15,15
525,70,0,70,0,50,35,15,15
540,70,0,70,0,50,35,15,15
555,55,0,70,0,50,40,15,15
570,55,5,65,0,50,40,15,15
585,40,35,55,0,35,25,15,20
600,55,45,50,0,35,15,15,20
615,45,50,50,0,25,30,15,15
630,40,45,50,0,30,30,15,20
645,45,40,45,0,35,30,15,20
660,40,35,40,0,35,30,15,20
675,35,35,40,0,25,15,15,15
690,35,35,40,0,20,5,0,20
705,30,30,35,0,5,5,0,15
