時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,160,5,70,5,5,0,15
15,120,140,75,75,15,15,0,30
30,160,130,60,85,50,40,0,35
45,165,135,50,90,90,70,0,50
60,170,145,50,90,95,70,5,65
75,175,155,70,95,90,75,20,75
90,165,145,75,100,80,65,40,45
105,140,145,75,110,90,65,40,45
120,135,135,75,115,95,70,45,50
135,135,110,70,115,100,70,50,45
150,135,100,65,125,95,65,35,60
165,135,105,70,120,95,65,35,65
180,140,115,70,120,95,65,35,60
195,140,115,75,120,100,65,40,50
210,145,125,75,100,100,70,55,50
225,140,125,80,90,100,80,45,60
240,135,120,80,90,100,80,55,75
255,125,120,80,90,100,80,40,45
270,125,130,70,110,100,85,45,60
285,125,130,65,100,95,85,45,65
300,140,120,70,120,100,85,50,65
315,140,130,75,120,90,85,60,60
330,160,130,75,120,95,85,60,80
345,160,135,75,110,95,90,60,90
360,150,135,75,110,100,90,60,80
375,140,140,75,110,105,90,60,70
390,145,140,70,110,100,90,60,65
405,145,140,65,110,105,90,50,70
420,145,140,60,120,100,85,50,65
435,145,140,60,115,100,80,50,65
450,140,110,60,115,100,80,60,65
465,140,110,60,105,110,80,60,65
480,145,120,70,105,105,80,45,65
495,145,120,60,120,100,70,45,65
510,145,120,60,125,95,70,20,50
525,150,130,60,115,80,60,40,55
540,140,130,65,105,80,65,55,55
555,135,130,65,90,80,65,45,55
570,120,120,55,80,80,60,40,55
585,120,110,50,80,70,55,35,65
600,110,100,45,60,60,50,35,45
615,110,100,40,60,60,45,20,30
630,0,85,40,60,40,40,20,15
645,0,65,25,50,40,30,25,20
660,0,65,30,50,35,20,15,20
675,0,0,35,60,0,0,15,35
690,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,25
