時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,100,110,60,0,25,0,15
15,150,110,110,75,0,25,0,20
30,160,100,110,85,0,45,0,20
45,155,100,115,90,0,50,0,20
60,150,100,115,95,0,60,25,15
75,150,100,115,95,0,60,15,25
90,160,100,115,100,0,50,25,30
105,160,95,115,90,0,50,25,30
120,140,100,125,85,0,55,30,30
135,135,100,120,80,0,55,30,30
150,130,100,110,80,0,55,45,30
165,130,100,110,80,0,50,35,20
180,135,100,115,80,0,55,35,35
195,135,100,120,100,0,60,25,20
210,135,90,120,100,0,65,25,20
225,150,90,120,100,0,65,35,20
240,150,95,125,80,0,60,35,20
255,160,95,125,85,0,60,40,25
270,145,110,130,85,0,60,20,30
285,130,105,140,90,0,65,25,30
300,130,105,145,95,0,65,30,35
315,130,100,145,90,0,65,30,35
330,150,100,140,90,0,65,35,35
345,155,100,150,90,0,60,20,35
360,155,110,135,100,0,60,20,35
375,150,110,130,100,0,60,30,30
390,160,100,140,100,0,60,30,30
405,160,100,145,90,0,60,35,30
420,155,100,155,100,0,60,25,35
435,150,100,155,100,0,65,25,35
450,155,100,155,90,0,60,35,35
465,155,100,160,90,0,55,35,35
480,155,115,170,95,0,55,20,30
495,140,105,170,85,0,50,30,30
510,140,95,170,80,0,50,30,30
525,130,80,150,90,0,50,15,30
540,130,80,150,80,0,50,25,35
555,130,75,150,75,0,45,0,20
570,130,75,0,70,0,35,0,20
585,120,75,0,70,0,35,0,20
600,110,70,0,65,0,40,0,15
615,110,60,0,55,0,40,0,15
630,0,90,0,80,0,35,0,15
645,0,0,0,80,0,40,0,0
660,0,0,0,80,0,40,0,0
675,0,0,0,0,0,40,0,0
690,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0
