時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,0,30,30,5,5,0,15
15,145,0,50,70,5,5,0,20
30,130,0,80,0,65,20,0,15
45,120,0,70,0,70,45,0,20
60,110,0,80,0,80,100,0,20
75,105,0,90,0,80,100,0,20
90,105,0,85,0,80,90,0,35
105,105,0,85,0,80,85,0,50
120,115,0,85,0,75,80,0,45
135,115,0,85,10,80,0,0,30
150,120,0,80,70,90,0,0,30
165,120,0,80,90,105,0,0,30
180,110,0,70,90,120,0,0,30
195,110,0,75,90,105,5,0,35
210,105,0,90,105,105,45,0,50
225,105,0,90,100,100,60,0,50
240,120,0,100,95,100,70,0,35
255,130,0,95,95,90,80,0,30
270,120,0,80,95,90,75,0,30
285,120,0,80,90,100,75,0,30
300,120,0,75,90,85,80,0,45
315,120,0,75,90,85,80,0,35
330,105,0,75,90,85,80,0,30
345,90,0,90,95,90,75,0,35
360,105,0,90,90,95,80,0,35
375,110,0,90,90,90,80,0,35
390,115,0,90,95,90,80,0,30
405,110,0,100,95,90,80,0,30
420,0,0,100,90,80,85,0,35
435,0,0,90,100,80,85,0,45
450,0,0,80,105,80,90,0,30
465,0,0,80,105,80,90,0,35
480,110,0,95,90,75,85,0,30
495,80,0,95,90,80,70,0,30
510,100,0,110,100,80,70,0,35
525,105,0,110,100,70,60,0,35
540,120,0,105,95,70,60,0,30
555,110,0,100,90,70,65,0,30
570,120,0,95,90,55,60,0,25
585,115,0,85,85,50,60,0,15
600,105,0,80,70,50,55,0,15
615,95,0,80,70,45,55,0,15
630,90,0,85,70,45,50,0,15
645,80,0,80,60,50,50,0,20
660,0,0,0,60,45,45,0,20
675,0,0,0,0,30,45,0,20
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,20
