時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,100,5,50,15,20,0,20
15,140,100,50,45,15,25,0,20
30,135,100,45,45,25,25,0,20
45,135,90,45,50,30,30,0,20
60,120,75,40,50,40,25,25,20
75,120,65,40,50,40,30,15,15
90,115,65,30,40,30,30,15,15
105,115,60,30,40,25,30,25,15
120,95,60,30,35,35,25,25,15
135,90,60,30,35,35,30,15,15
150,90,55,30,40,35,30,10,15
165,85,50,25,35,30,25,35,15
180,100,50,25,40,25,25,15,15
195,100,50,20,40,30,25,20,15
210,110,50,30,35,25,25,25,20
225,95,50,30,35,30,25,20,20
240,95,50,30,35,30,30,15,20
255,100,60,25,40,25,30,20,20
270,90,65,25,45,25,30,20,20
285,80,65,20,45,25,30,25,15
300,70,60,20,40,30,30,25,15
315,60,55,25,30,30,30,15,30
330,80,70,35,30,40,30,20,15
345,80,60,30,30,30,30,25,15
360,80,45,20,35,25,30,25,15
375,80,50,20,35,25,30,15,20
390,80,50,20,35,20,30,15,15
405,80,50,20,35,20,25,20,20
420,65,55,20,30,20,30,20,20
435,55,55,20,30,20,30,25,20
450,60,60,25,30,20,25,15,20
465,60,60,25,30,15,25,20,15
480,65,50,20,30,15,25,15,15
495,60,45,20,25,15,25,25,15
510,55,50,20,25,15,20,25,15
525,50,50,20,25,10,15,15,20
540,50,50,25,30,10,20,15,20
555,50,50,25,30,10,20,0,20
570,45,40,20,30,5,20,0,20
585,45,35,20,25,5,20,0,15
600,30,45,20,15,5,10,0,20
615,40,40,20,15,5,10,0,15
630,30,25,20,15,5,5,0,20
645,25,15,20,10,5,5,0,15
660,25,15,20,10,5,5,0,15
675,35,25,25,10,5,5,0,15
690,0,0,30,25,10,5,0,20
705,0,0,30,15,10,10,0,20
