時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,85,80,25,25,5,0,0,15
15,115,100,35,50,5,0,0,15
30,115,115,75,80,15,0,0,15
45,130,120,70,85,60,0,0,15
60,140,120,75,85,75,35,10,30
75,130,120,95,100,70,65,15,45
90,125,100,90,100,75,75,20,65
105,115,95,80,90,65,75,25,60
120,105,85,90,85,65,75,25,50
135,105,85,90,85,60,60,35,45
150,110,85,90,100,70,60,30,40
165,105,85,75,100,80,55,35,45
180,105,105,75,90,85,60,40,45
195,110,110,85,80,80,60,20,35
210,120,90,85,80,75,60,30,50
225,120,85,75,95,70,65,25,50
240,110,90,75,100,70,75,35,35
255,110,85,75,100,65,80,35,40
270,100,90,75,100,60,75,35,25
285,100,95,80,95,60,75,40,45
300,110,100,80,95,85,75,40,45
315,110,100,90,95,85,80,40,45
330,125,100,95,95,90,75,35,45
345,110,95,90,90,90,70,35,45
360,110,95,80,100,90,70,35,45
375,115,80,75,100,85,75,20,35
390,100,95,75,120,100,75,35,50
405,110,90,80,110,105,75,35,50
420,110,95,80,100,95,75,30,45
435,110,90,80,90,90,80,35,45
450,120,100,80,80,75,80,35,45
465,120,90,90,80,75,75,35,30
480,115,90,90,90,85,75,25,45
495,0,0,0,0,0,0,0,0
510,120,100,90,105,75,70,30,30
525,120,100,90,100,75,70,20,35
540,125,105,85,95,70,55,20,35
555,125,100,85,85,65,55,25,35
570,105,90,75,75,65,55,25,40
585,105,90,70,65,55,50,25,40
600,0,0,0,0,0,0,0,0
615,90,65,55,55,25,40,25,15
630,80,65,55,50,20,40,20,20
645,65,55,45,50,15,25,25,15
660,55,45,50,50,25,30,15,15
675,0,0,0,0,0,0,0,0
690,0,0,0,0,0,35,25,20
705,0,0,0,0,0,0,0,15
