時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,0,35,45,5,5,0,5
15,110,0,65,65,15,5,0,20
30,125,0,70,75,60,35,0,20
45,125,0,70,75,85,90,0,30
60,110,0,75,80,90,85,0,45
75,110,0,90,80,80,75,0,35
90,100,0,80,80,80,70,0,35
105,90,0,80,85,80,65,0,35
120,100,0,85,85,75,60,0,35
135,95,0,80,80,70,50,0,30
150,90,0,80,70,70,60,0,35
165,100,0,70,70,70,60,0,35
180,110,0,70,75,65,60,0,30
195,110,0,65,80,65,60,0,35
210,90,0,65,80,75,70,0,35
225,90,0,75,75,80,70,0,35
240,100,0,75,70,90,70,0,35
255,100,0,80,70,90,65,0,35
270,100,0,80,75,80,65,0,20
285,100,0,85,75,80,70,0,15
300,100,0,85,75,75,75,0,35
315,100,0,80,75,80,80,0,35
330,105,0,80,75,85,65,0,30
345,105,0,85,75,90,65,0,35
360,110,0,90,70,90,65,0,35
375,110,0,90,0,80,80,0,20
390,120,0,100,0,80,90,0,35
405,115,0,95,0,90,95,0,30
420,115,0,100,0,100,95,0,50
435,115,0,110,0,100,90,0,35
450,120,0,110,0,100,100,0,40
465,120,0,100,0,100,100,0,40
480,120,0,100,60,100,100,0,30
495,110,0,100,110,100,95,0,30
510,100,0,110,110,90,70,0,20
525,100,0,110,110,90,70,0,20
540,120,0,110,100,85,55,0,20
555,120,0,110,100,85,60,0,20
570,110,0,105,100,70,70,0,15
585,100,0,105,85,70,70,0,15
600,95,0,90,80,70,70,0,15
615,90,0,90,70,45,55,0,15
630,90,0,90,70,50,50,0,15
645,80,0,0,70,50,50,0,20
660,70,0,0,70,45,35,0,20
675,0,0,0,65,35,35,0,15
690,0,0,0,0,25,35,0,20
705,0,0,0,0,0,40,0,20
