時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,80,5,0,5,10,0,5
15,125,90,90,0,50,25,0,15
30,130,105,105,0,100,60,0,30
45,130,110,105,0,0,70,0,35
60,145,105,95,0,0,100,15,35
75,125,100,95,0,0,100,15,35
90,120,100,95,0,0,95,15,35
105,120,100,95,0,0,100,15,35
120,110,95,95,0,0,85,15,35
135,110,95,90,0,30,70,15,30
150,110,80,90,0,60,65,15,30
165,105,85,90,0,110,60,15,30
180,105,85,95,0,100,60,15,30
195,105,95,95,0,75,65,15,35
210,105,95,90,0,75,65,15,15
225,105,95,85,0,80,65,15,30
240,115,90,80,0,85,65,30,20
255,110,100,75,0,85,70,15,20
270,105,65,80,0,110,70,15,20
285,110,90,80,0,110,80,15,20
300,0,90,85,0,110,85,15,20
315,0,110,85,0,120,90,20,20
330,0,110,85,0,120,90,20,20
345,0,95,85,0,125,90,20,30
360,50,95,95,0,125,90,20,30
375,135,110,105,0,120,85,25,30
390,145,95,95,0,115,80,20,15
405,115,85,85,0,115,70,20,15
420,105,85,80,0,115,75,20,15
435,100,80,100,0,110,70,20,20
450,110,85,90,0,110,70,20,20
465,120,90,90,0,110,65,20,20
480,110,90,85,0,110,70,15,20
495,105,90,85,0,85,75,15,20
510,105,95,90,0,90,70,15,20
525,105,85,95,0,80,60,15,15
540,100,80,100,0,80,60,15,15
555,110,95,95,0,80,60,15,15
570,105,90,90,0,80,50,15,15
585,95,80,90,0,80,55,15,20
600,95,60,75,0,70,50,15,15
615,90,50,75,0,50,40,15,10
630,65,40,95,0,50,40,15,15
645,60,35,85,0,40,30,15,15
660,0,40,0,0,30,30,15,20
675,0,45,0,0,45,40,15,15
690,0,50,0,0,0,0,0,15
705,0,0,0,0,0,0,0,15
