時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,100,30,0,10,10,0,5
15,145,120,85,0,30,40,0,20
30,140,120,105,0,100,50,0,35
45,140,130,110,0,130,60,0,60
60,160,115,125,0,120,90,5,45
75,165,110,105,0,120,110,15,35
90,150,100,95,0,120,110,15,35
105,140,95,70,0,120,100,15,50
120,135,95,55,0,110,90,15,60
135,135,95,45,0,110,85,15,35
150,115,85,45,0,100,70,15,35
165,115,85,60,0,90,60,15,30
180,125,85,55,0,90,60,15,30
195,115,90,45,0,90,60,35,25
210,110,85,40,0,85,60,30,15
225,110,90,40,0,85,60,15,20
240,110,90,45,0,85,70,25,30
255,120,95,45,0,90,60,25,15
270,125,95,45,0,95,55,25,15
285,135,105,40,0,95,60,25,20
300,120,105,40,0,95,70,25,20
315,120,100,40,0,100,80,25,20
330,110,120,45,0,100,80,25,20
345,110,120,45,0,105,80,20,35
360,120,135,45,0,105,80,30,20
375,130,135,45,0,90,70,20,30
390,125,125,45,0,80,70,25,30
405,130,120,50,0,85,70,30,30
420,130,110,45,0,90,70,30,40
435,135,105,35,0,90,65,15,30
450,135,115,45,0,100,70,15,45
465,135,120,45,0,105,80,30,35
480,135,115,55,0,100,80,30,35
495,145,115,45,0,95,80,30,35
510,135,105,45,0,95,75,30,20
525,130,105,50,0,90,75,30,20
540,120,85,50,0,80,60,15,30
555,120,85,40,0,80,55,15,15
570,110,95,45,0,65,50,15,15
585,110,100,40,0,55,50,15,15
600,110,100,35,0,40,45,15,15
615,100,80,25,0,45,45,15,15
630,85,70,25,0,60,35,15,15
645,0,40,20,0,65,35,15,15
660,0,60,40,0,60,50,15,15
675,0,70,50,0,0,0,15,20
690,0,0,45,0,0,0,0,20
705,0,0,0,0,0,0,0,20
