時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,160,160,75,90,25,10,0,5
15,200,160,85,90,50,15,0,30
30,175,170,100,120,95,50,0,50
45,160,180,110,120,110,110,0,50
60,170,180,120,120,120,110,0,45
75,170,160,120,135,120,110,0,45
90,160,150,120,130,125,100,0,65
105,140,140,120,140,130,95,0,60
120,130,130,120,130,125,95,0,45
135,140,130,110,130,125,95,0,50
150,140,130,95,120,125,90,0,50
165,145,130,90,115,125,90,0,60
180,145,125,110,110,120,90,0,50
195,145,125,110,110,120,85,0,55
210,140,125,105,120,105,85,0,50
225,140,125,95,115,100,90,0,50
240,135,125,95,110,105,90,0,45
255,135,120,95,110,115,100,0,45
270,145,120,110,110,120,95,0,45
285,145,110,115,110,120,95,0,70
300,145,110,110,110,125,105,0,70
315,145,125,105,110,125,110,0,50
330,150,130,95,105,130,110,0,45
345,155,140,95,105,130,95,0,60
360,145,150,110,125,130,90,0,70
375,130,160,110,125,130,95,0,75
390,130,160,110,125,130,95,0,70
405,130,160,110,120,130,95,0,55
420,150,130,105,120,130,100,0,55
435,170,125,110,120,130,100,0,65
450,165,125,110,105,130,100,0,50
465,155,120,110,100,120,100,0,50
480,145,120,105,95,105,100,0,50
495,140,140,115,125,105,95,0,65
510,140,145,120,115,105,90,0,50
525,145,130,120,115,105,90,0,40
540,145,120,100,115,105,85,0,35
555,130,110,100,105,100,70,0,45
570,125,110,95,90,70,70,0,45
585,115,95,90,70,75,70,0,40
600,105,85,80,70,75,45,0,30
615,105,85,75,65,75,45,0,15
630,95,70,75,65,65,40,0,15
645,0,65,75,65,50,40,0,15
660,0,0,0,70,55,40,0,30
675,0,0,0,0,0,0,0,35
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,25
