時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,95,70,25,45,5,5,0,20
30,135,80,65,70,30,5,0,15
45,135,75,50,70,45,50,0,15
60,120,95,45,60,65,50,0,20
75,105,80,60,55,75,55,15,20
90,90,75,65,55,65,50,20,20
105,90,70,65,60,55,45,25,30
120,75,70,60,70,40,45,25,35
135,95,75,60,65,40,40,15,30
150,90,65,50,55,40,40,15,30
165,85,55,45,50,50,45,15,20
180,90,50,45,50,55,45,20,20
195,90,50,45,50,45,40,25,20
210,0,0,0,0,0,0,0,0
225,80,55,50,60,45,40,25,30
240,80,55,50,50,45,40,15,30
255,0,0,0,0,0,0,0,0
270,70,60,55,50,40,40,25,20
285,0,0,0,0,0,0,0,0
300,85,65,85,55,30,40,20,35
315,85,65,75,55,50,35,25,20
330,75,75,70,55,55,40,20,20
345,75,75,60,60,55,40,15,30
360,85,65,60,60,55,45,20,30
375,85,55,50,55,55,45,15,15
390,90,60,55,50,50,45,25,15
405,85,60,45,55,50,50,15,35
420,85,80,45,55,45,50,15,30
435,85,65,55,55,40,50,20,20
450,90,65,60,50,35,45,15,20
465,80,70,60,50,35,45,25,15
480,75,70,55,50,40,35,15,15
495,80,65,65,45,45,0,15,15
510,80,65,70,55,60,0,25,30
525,75,65,70,50,60,0,20,20
540,75,60,70,50,65,0,25,20
555,75,60,60,40,65,0,25,15
570,75,60,55,40,50,0,25,15
585,75,60,55,45,50,0,25,15
600,75,55,50,45,40,0,15,15
615,60,35,45,30,20,0,20,20
630,55,30,40,20,10,0,20,15
645,40,25,35,20,5,5,25,15
660,40,30,40,25,5,15,25,15
675,0,50,50,40,15,20,15,15
690,0,40,50,30,30,0,25,20
705,0,30,0,25,0,0,0,20
