時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,30,50,0,20,10,0,5
15,130,45,80,0,20,20,0,15
30,120,90,65,0,45,30,0,15
45,120,80,60,0,65,55,0,35
60,140,80,70,0,65,60,15,35
75,100,80,65,0,65,55,15,35
90,80,75,65,0,60,55,15,35
105,90,70,50,0,55,55,15,30
120,70,70,45,0,55,60,15,30
135,60,65,45,0,55,60,15,25
150,60,55,55,0,55,50,15,15
165,75,55,60,0,50,45,15,20
180,85,55,55,0,50,45,15,15
195,90,55,50,0,55,45,15,20
210,90,55,55,0,55,50,15,20
225,0,0,0,0,0,0,0,0
240,60,60,55,0,55,50,15,15
255,70,60,55,0,55,40,15,15
270,90,65,60,0,65,35,15,20
285,95,65,60,0,60,30,15,20
300,95,75,60,0,60,35,15,15
315,90,65,55,0,60,55,15,15
330,90,75,55,0,60,55,30,25
345,95,75,60,0,60,55,30,30
360,95,75,70,0,60,45,15,30
375,100,80,65,0,60,50,15,15
390,90,90,65,0,70,45,15,15
405,85,70,65,0,65,45,15,20
420,90,80,55,0,65,40,15,15
435,90,80,55,0,60,35,15,15
450,90,75,55,0,60,35,15,20
465,85,70,55,0,45,30,15,15
480,80,45,50,0,45,45,15,15
495,80,40,45,0,45,45,15,15
510,80,45,55,0,40,50,15,15
525,80,55,45,0,40,45,15,15
540,90,60,55,0,50,25,15,15
555,85,60,50,0,50,25,15,15
570,75,65,55,0,45,30,15,15
585,75,50,50,0,45,25,15,15
600,75,50,50,0,20,25,15,15
615,65,40,45,0,15,10,15,15
630,55,30,35,0,10,10,15,15
645,45,30,30,0,15,10,15,15
660,50,40,40,0,15,10,15,15
675,50,45,40,0,15,10,15,15
690,50,40,35,0,15,10,0,15
705,40,25,30,0,5,10,0,15
