時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,80,20,30,0,5,0,15
15,120,110,25,55,5,5,0,15
30,125,100,60,70,10,5,0,15
45,130,120,65,75,65,40,0,35
60,145,130,80,75,90,60,5,50
75,130,130,100,75,85,60,25,45
90,110,130,105,85,85,65,15,50
105,115,125,100,100,85,70,20,60
120,115,125,80,100,85,65,45,45
135,110,120,80,105,100,65,45,55
150,110,110,75,105,100,65,30,55
165,115,100,80,100,110,65,30,40
180,115,100,90,80,95,60,35,45
195,120,100,85,85,80,60,45,55
210,125,95,85,95,70,55,45,50
225,0,0,0,0,0,0,0,0
240,125,100,80,100,80,70,30,50
255,125,100,80,110,90,70,35,35
270,115,95,75,100,90,70,45,35
285,115,95,80,95,80,65,40,60
300,115,105,80,95,75,70,45,60
315,120,115,80,80,85,70,45,60
330,125,105,80,95,85,75,50,45
345,120,105,85,95,90,75,50,45
360,120,95,85,90,85,70,40,55
375,130,100,85,95,80,65,40,45
390,130,100,85,95,80,65,25,60
405,120,100,90,100,85,70,45,50
420,120,125,85,80,90,70,45,45
435,130,125,85,80,90,75,55,50
450,135,110,80,90,85,65,35,55
465,135,100,80,90,80,70,40,45
480,135,110,80,85,75,65,45,45
495,135,130,80,80,70,70,40,45
510,0,0,0,0,0,0,0,0
525,125,125,90,100,70,70,25,50
540,130,115,100,95,70,60,25,60
555,135,100,105,95,70,55,25,45
570,135,85,90,75,70,55,25,35
585,0,0,0,0,0,0,0,0
600,120,80,60,50,55,50,15,20
615,0,0,0,0,0,0,0,0
630,95,80,60,50,30,30,20,20
645,75,60,55,45,25,25,15,15
660,75,55,50,40,30,25,15,15
675,0,0,0,55,30,35,15,30
690,0,0,0,0,35,0,25,30
705,0,0,0,0,0,0,0,20
