時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,90,60,40,0,5,0,15
15,110,90,60,50,0,5,0,15
30,100,85,50,55,0,30,0,20
45,80,70,45,55,0,35,0,20
60,80,75,40,50,0,40,15,20
75,70,65,45,50,0,35,15,20
90,70,60,45,55,0,30,15,25
105,75,60,40,55,0,35,25,15
120,80,55,40,50,0,40,25,15
135,75,55,40,50,0,40,15,15
150,75,55,40,50,0,35,15,15
165,80,55,45,40,0,35,35,20
180,80,60,40,35,0,40,20,20
195,70,60,35,45,0,35,25,20
210,70,60,40,60,0,30,25,20
225,65,60,40,60,0,35,15,20
240,65,45,40,60,0,40,15,15
255,80,50,40,40,0,40,15,15
270,80,65,35,40,0,40,20,15
285,80,75,35,45,0,40,25,20
300,70,80,40,45,0,40,15,15
315,75,65,40,45,0,35,15,25
330,80,75,40,40,0,40,20,15
345,75,70,40,45,0,40,25,15
360,75,70,30,45,0,40,25,20
375,80,70,40,55,0,35,20,20
390,75,60,45,55,0,45,15,20
405,70,65,45,40,0,45,20,20
420,75,65,35,35,0,35,25,20
435,80,60,30,40,0,35,15,25
450,75,60,35,45,0,35,15,15
465,75,65,40,45,0,35,20,15
480,75,75,35,40,0,35,25,15
495,75,75,40,50,0,30,20,15
510,75,70,30,40,0,30,25,20
525,75,60,45,40,0,30,15,20
540,70,60,40,40,0,30,15,20
555,65,60,35,30,0,25,0,20
570,60,50,40,35,0,20,0,20
585,60,45,30,30,0,15,0,20
600,55,45,25,30,0,15,0,20
615,40,40,20,30,0,15,0,15
630,40,40,20,20,0,5,0,15
645,40,35,15,15,0,5,0,20
660,35,45,10,10,0,5,0,0
675,0,0,15,20,0,5,0,0
690,0,0,0,35,0,5,0,0
705,0,0,0,0,0,0,0,0
