時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,170,150,90,60,0,5,0,5
15,200,130,90,60,0,25,0,30
30,180,130,95,80,0,35,0,30
45,180,130,95,100,0,45,0,35
60,150,130,95,100,0,45,5,35
75,150,130,95,90,0,45,15,40
90,160,130,100,90,0,55,20,50
105,160,125,100,80,0,55,15,45
120,160,125,100,80,0,50,25,35
135,160,120,105,95,0,50,30,45
150,160,120,100,85,0,50,45,35
165,160,120,90,85,0,50,35,35
180,150,120,90,80,0,50,35,35
195,150,120,90,90,0,50,35,45
210,150,100,100,90,0,50,45,40
225,160,100,100,80,0,50,30,30
240,160,100,100,80,0,50,30,30
255,150,100,90,80,0,55,40,30
270,170,110,105,85,0,55,40,45
285,180,120,95,85,0,50,25,35
300,175,120,95,85,0,50,30,45
315,160,110,95,85,0,50,30,45
330,160,120,85,80,0,55,40,45
345,160,120,85,80,0,50,40,40
360,150,120,100,80,0,50,30,35
375,150,110,100,80,0,50,30,35
390,155,115,115,95,0,50,35,50
405,155,110,110,90,0,50,40,40
420,170,110,110,90,0,50,50,40
435,180,110,110,105,0,55,50,40
450,180,110,110,105,0,55,35,40
465,180,110,110,100,0,55,35,35
480,170,120,130,90,0,55,40,50
495,170,120,130,90,0,50,45,50
510,160,120,120,95,0,50,25,35
525,160,120,120,95,0,45,35,40
540,140,110,120,90,0,45,0,40
555,140,110,100,90,0,45,0,35
570,140,110,100,80,0,45,0,40
585,150,100,90,70,0,40,0,45
600,140,80,100,70,0,40,0,35
615,120,80,90,50,0,25,0,20
630,100,80,80,45,0,25,0,15
645,0,70,60,35,0,20,0,20
660,0,70,70,35,0,15,0,20
675,0,0,0,50,0,15,0,20
690,0,0,0,0,0,0,0,35
705,0,0,0,0,0,0,0,0
