時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,80,30,25,5,5,0,15
15,130,100,35,50,5,5,0,15
30,140,100,55,80,30,10,0,15
45,165,120,70,85,60,50,0,20
60,155,140,80,90,80,70,25,20
75,165,130,90,90,100,70,15,50
90,155,115,80,90,105,70,25,40
105,125,115,75,90,105,70,25,35
120,125,100,70,95,100,60,15,50
135,125,100,70,95,80,65,35,40
150,110,95,80,95,60,65,30,30
165,110,90,75,90,65,55,30,30
180,95,90,80,85,60,55,35,30
195,115,90,85,90,60,70,20,35
210,120,100,80,95,60,70,30,50
225,120,100,70,100,60,65,30,50
240,120,90,70,100,65,60,35,35
255,0,0,0,0,0,0,0,0
270,130,90,70,95,75,70,35,45
285,130,110,70,95,75,60,35,45
300,130,100,75,100,75,70,40,50
315,140,110,75,95,80,75,45,60
330,120,110,75,90,75,80,35,60
345,100,95,75,90,80,80,35,40
360,100,110,65,95,80,70,20,40
375,105,105,75,90,70,50,40,35
390,105,90,75,90,60,60,30,60
405,110,90,95,90,65,75,50,60
420,120,95,95,95,70,70,35,30
435,130,95,85,90,80,65,35,45
450,130,110,90,80,75,65,35,45
465,135,110,75,80,65,70,35,45
480,140,110,75,80,65,65,30,35
495,135,95,75,80,70,65,30,40
510,120,85,75,80,70,55,45,50
525,110,85,85,85,70,50,35,45
540,110,95,85,90,70,55,25,45
555,110,95,75,90,60,55,25,30
570,110,95,70,85,50,55,25,40
585,105,95,70,75,50,45,15,40
600,100,80,60,65,45,45,15,20
615,100,75,55,55,35,45,20,20
630,75,50,50,50,30,30,15,20
645,70,45,45,45,25,25,25,20
660,70,40,50,40,40,20,25,20
675,0,0,0,50,45,35,15,20
690,0,0,0,0,0,0,25,20
705,0,0,0,0,0,0,0,20
