時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,125,100,50,0,10,5,0,5
15,140,130,70,0,25,45,0,15
30,140,100,70,0,75,60,0,30
45,150,85,75,0,95,60,0,50
60,175,100,65,0,100,60,15,50
75,160,110,55,0,100,70,15,50
90,160,100,55,0,95,70,15,35
105,150,100,45,0,85,60,15,35
120,155,110,50,0,65,65,15,20
135,135,95,45,0,60,60,15,20
150,120,65,45,0,70,50,15,35
165,110,85,40,0,70,50,15,30
180,110,90,45,0,70,50,15,30
195,120,90,40,0,65,55,30,30
210,115,80,35,0,65,55,30,20
225,115,80,35,0,65,55,15,20
240,115,80,45,0,65,50,15,15
255,110,85,45,0,65,50,15,20
270,110,90,35,0,70,55,15,25
285,115,100,45,0,70,55,25,20
300,110,105,40,0,70,70,25,35
315,110,110,35,0,70,70,25,45
330,110,105,35,0,75,65,25,30
345,110,105,40,0,75,60,30,30
360,115,90,40,0,75,60,30,30
375,115,90,45,0,75,60,30,15
390,120,95,45,0,75,55,25,30
405,120,105,50,0,70,55,25,30
420,120,110,45,0,70,55,15,30
435,116,115,45,0,65,60,15,30
450,120,115,35,0,65,60,25,35
465,120,115,35,0,70,60,25,20
480,120,100,35,0,70,60,25,20
495,120,90,40,0,65,55,15,35
510,120,90,40,0,60,55,15,20
525,90,70,40,0,60,55,15,25
540,75,75,35,0,50,55,15,30
555,85,80,25,0,50,50,15,15
570,95,85,30,0,45,40,15,15
585,85,75,30,0,45,45,15,15
600,85,65,30,0,35,30,15,15
615,90,60,30,0,25,25,15,20
630,85,50,15,0,20,25,15,20
645,85,50,20,0,40,20,15,15
660,75,45,30,0,35,30,15,20
675,0,50,35,0,30,45,15,20
690,0,50,25,0,25,0,0,10
705,0,0,25,0,0,0,0,10
