時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,140,100,50,0,5,0,5
15,190,170,120,60,0,5,0,20
30,190,150,120,80,0,0,0,15
45,190,130,120,100,0,0,0,20
60,180,140,120,105,0,0,5,15
75,180,140,125,105,0,0,15,35
90,180,140,130,110,0,0,20,45
105,160,130,120,110,0,0,20,45
120,160,130,90,105,0,0,30,45
135,160,140,90,105,0,0,35,30
150,160,150,100,105,0,35,15,30
165,160,160,100,100,0,45,35,30
180,160,150,100,100,0,60,40,30
195,160,150,100,90,0,65,25,35
210,150,150,100,85,0,65,25,45
225,150,150,100,90,0,65,30,35
240,150,140,100,90,0,65,35,40
255,150,130,100,100,0,65,25,35
270,150,120,95,100,0,60,25,45
285,160,120,95,95,0,65,25,45
300,160,120,95,90,0,70,30,45
315,160,120,95,85,0,70,35,45
330,170,120,95,90,0,60,35,35
345,170,120,100,90,0,60,40,45
360,160,130,95,95,0,65,30,45
375,160,130,105,95,0,70,30,45
390,170,120,110,100,0,75,35,35
405,170,115,110,100,0,75,40,35
420,170,115,120,100,0,70,40,50
435,175,120,120,100,0,70,35,35
450,175,100,120,90,0,65,35,45
465,150,100,110,95,0,65,40,45
480,150,115,110,95,0,65,35,45
495,150,115,100,95,0,65,45,45
510,150,115,100,90,0,60,30,35
525,135,115,95,90,0,60,35,30
540,130,110,95,85,0,50,0,30
555,140,110,100,80,0,50,0,35
570,130,110,100,75,0,45,0,35
585,120,100,100,70,0,45,0,25
600,120,85,90,70,0,45,0,20
615,0,75,90,60,0,40,0,30
630,0,75,90,50,0,35,0,15
645,0,65,85,45,0,25,0,15
660,0,0,70,35,0,25,0,15
675,0,0,0,45,0,25,0,15
690,0,0,0,0,0,0,0,35
705,0,0,0,0,0,0,0,30
