時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,200,150,45,65,40,20,0,15
15,200,150,60,70,55,25,0,20
30,230,150,70,90,70,40,0,15
45,235,170,80,100,75,45,0,25
60,220,175,80,105,75,55,5,35
75,205,165,75,105,70,50,15,35
90,200,165,80,105,70,55,20,30
105,200,160,75,100,70,60,25,30
120,195,150,80,100,70,60,25,40
135,190,140,85,105,75,55,25,45
150,190,140,85,105,75,60,50,45
165,175,140,75,100,75,60,50,30
180,170,135,75,110,75,65,45,30
195,160,140,70,110,75,65,40,35
210,165,150,80,110,75,65,30,50
225,165,140,80,100,80,65,30,35
240,165,140,70,110,80,60,30,35
255,170,150,60,100,80,60,35,35
270,170,150,70,100,90,65,35,45
285,170,120,80,100,85,65,40,45
300,160,100,80,100,85,70,50,45
315,190,110,80,95,80,70,35,50
330,200,120,75,95,80,70,35,35
345,200,130,70,100,80,65,40,35
360,190,140,60,95,70,60,40,45
375,190,140,65,100,75,60,30,45
390,170,130,70,110,75,65,35,45
405,170,140,70,100,75,70,40,45
420,160,140,65,95,75,70,40,45
435,150,150,70,90,75,70,30,35
450,150,150,70,95,75,65,30,35
465,150,140,70,95,75,60,35,35
480,150,135,55,90,65,60,40,30
495,150,135,60,90,65,50,25,45
510,145,125,75,95,65,55,30,30
525,145,125,75,95,65,55,40,35
540,150,120,75,90,65,50,0,35
555,150,115,65,90,65,50,0,35
570,135,105,60,80,65,50,0,45
585,135,100,55,70,60,50,0,30
600,135,90,55,70,55,45,0,30
615,120,90,55,65,50,40,0,15
630,100,90,40,65,45,35,0,15
645,0,80,35,60,40,30,0,20
660,0,70,40,45,30,30,0,20
675,0,0,45,45,30,25,0,20
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,30
