時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,5,0,10,5,5,5,0,5
15,90,0,10,30,5,5,0,5
30,100,0,50,60,15,5,0,20
45,110,0,60,50,40,20,0,20
60,90,0,45,50,45,40,0,20
75,75,0,40,45,50,45,0,20
90,75,0,40,40,50,45,0,20
105,65,0,35,50,50,45,0,15
120,70,0,35,55,45,45,0,15
135,70,0,40,45,40,45,0,20
150,75,0,35,35,35,30,0,20
165,70,0,30,40,35,30,0,20
180,65,0,40,45,40,35,0,20
195,65,0,40,50,35,35,0,15
210,65,0,40,45,30,35,0,15
225,70,0,40,45,40,35,0,30
240,70,0,35,45,40,35,0,30
255,60,0,35,45,40,40,0,20
270,50,0,30,45,40,45,0,20
285,55,0,25,45,40,40,0,25
300,70,0,35,35,35,40,0,20
315,60,0,40,45,30,40,0,30
330,60,0,45,40,35,45,0,25
345,60,0,45,40,40,45,0,15
360,60,0,50,35,45,35,0,20
375,60,0,90,35,40,30,0,20
390,60,0,45,35,35,40,0,20
405,60,0,35,35,30,30,0,15
420,60,0,45,45,35,35,0,20
435,60,0,45,45,35,30,0,30
450,60,0,50,45,35,30,0,15
465,60,0,50,30,35,30,0,15
480,60,0,50,20,15,25,0,20
495,50,0,55,35,10,25,0,20
510,50,0,50,40,20,25,0,20
525,45,0,50,35,30,25,0,20
540,55,0,50,30,30,25,0,20
555,55,0,50,25,25,25,0,15
570,50,0,50,25,15,25,0,15
585,40,0,50,25,15,20,0,15
600,45,0,40,25,15,20,0,15
615,45,0,40,25,15,15,0,15
630,40,0,40,25,10,20,0,15
645,45,0,40,25,10,25,0,15
660,45,0,40,15,10,20,0,20
675,40,0,50,15,10,10,0,20
690,30,0,45,15,5,5,0,20
705,15,0,0,10,5,5,0,15
