時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,70,5,0,5,5,0,5
15,120,90,80,0,10,25,0,15
30,130,90,85,0,80,55,0,20
45,135,100,90,0,80,60,0,35
60,130,120,100,0,75,75,15,50
75,130,130,110,0,75,80,15,35
90,105,100,100,0,75,80,15,30
105,95,90,95,0,85,70,15,35
120,85,90,95,0,85,65,15,40
135,100,85,85,0,85,70,15,30
150,105,70,80,0,80,70,15,20
165,95,80,80,0,80,70,15,30
180,95,80,75,0,65,65,15,30
195,95,80,75,0,65,60,15,20
210,100,75,75,0,75,60,20,15
225,110,75,70,0,85,65,20,20
240,110,80,75,0,95,70,15,25
255,105,75,80,0,95,75,15,40
270,95,75,80,0,90,70,15,20
285,105,95,95,0,80,75,15,20
300,110,95,95,0,80,65,20,35
315,110,110,90,0,75,70,15,20
330,110,100,90,0,80,95,15,35
345,110,95,90,0,95,95,15,30
360,115,95,80,0,95,100,15,30
375,115,90,85,0,95,90,15,35
390,110,100,95,0,95,85,15,25
405,110,100,95,0,90,80,25,20
420,110,85,85,0,85,85,15,20
435,105,80,95,0,85,85,15,25
450,105,90,95,0,90,85,15,35
465,105,90,90,0,85,80,15,20
480,105,95,90,0,100,80,15,20
495,100,85,90,0,95,75,15,25
510,105,85,95,0,95,85,15,30
525,115,85,95,0,90,80,15,15
540,115,75,90,0,80,70,15,15
555,105,70,90,0,75,75,15,15
570,100,60,70,0,60,75,15,20
585,80,55,80,0,60,75,15,15
600,75,50,80,0,55,60,15,15
615,70,45,75,0,50,55,15,20
630,60,40,60,0,50,55,15,20
645,60,40,60,0,25,40,15,20
660,60,50,0,0,35,35,15,20
675,50,50,0,0,35,45,15,20
690,0,40,0,0,25,0,0,20
705,0,0,0,0,0,0,0,20
