時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,180,160,5,65,25,20,0,35
15,180,150,65,70,35,25,0,35
30,180,140,75,80,60,40,0,35
45,170,150,90,90,65,50,0,35
60,170,150,120,90,70,55,0,35
75,160,150,110,90,70,60,0,45
90,165,140,110,90,70,65,0,35
105,160,130,130,100,70,65,0,35
120,160,130,130,120,65,60,25,45
135,150,130,115,120,65,55,30,45
150,150,130,90,120,60,50,50,30
165,145,120,75,115,65,55,35,35
180,130,110,75,115,65,60,35,35
195,140,120,85,95,65,65,30,20
210,145,120,95,80,65,60,25,30
225,150,110,95,75,65,55,30,35
240,155,110,95,80,65,55,30,35
255,150,115,75,95,65,55,40,30
270,150,120,75,95,65,55,20,45
285,145,125,80,95,75,60,25,45
300,135,120,80,95,70,60,30,30
315,145,120,75,95,70,60,40,35
330,145,125,75,90,70,60,35,45
345,155,125,75,90,65,60,40,35
360,160,135,90,90,60,55,25,35
375,160,120,80,95,65,55,30,35
390,150,120,80,100,65,55,35,40
405,150,115,75,95,65,55,35,40
420,140,120,75,90,65,55,40,45
435,150,120,75,90,65,55,30,35
450,150,125,65,85,60,50,30,30
465,150,125,70,85,55,50,35,20
480,150,125,135,85,55,50,25,35
495,150,115,130,85,55,45,25,35
510,145,120,125,90,55,50,30,30
525,145,110,110,90,55,50,30,30
540,135,110,95,90,50,45,20,35
555,130,100,85,80,50,45,0,30
570,120,95,70,75,45,40,0,30
585,115,95,65,70,45,40,0,15
600,105,85,60,65,35,30,0,20
615,105,80,60,60,35,35,0,20
630,95,70,55,50,35,30,0,20
645,0,70,60,50,30,25,0,25
660,0,60,45,40,20,30,0,0
675,0,0,55,40,20,25,0,0
690,0,0,0,0,0,30,0,0
705,0,0,0,0,0,0,0,0
