時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,0,20,40,5,5,0,15
15,165,0,30,80,10,5,0,15
30,165,0,60,60,40,20,0,25
45,145,0,65,55,60,40,0,35
60,130,0,60,45,65,60,0,35
75,100,0,45,60,70,60,0,40
90,100,0,30,60,65,60,0,20
105,80,0,20,60,60,45,0,30
120,80,0,25,45,60,45,0,30
135,95,0,25,40,55,45,0,20
150,100,0,30,45,45,40,0,30
165,105,0,30,40,45,35,0,15
180,105,0,30,40,50,40,0,30
195,105,0,30,40,40,40,0,20
210,105,0,35,40,40,40,0,20
225,100,0,35,50,40,35,0,20
240,85,0,25,45,40,35,0,20
255,85,0,15,50,40,30,0,30
270,85,0,20,45,35,35,0,30
285,85,0,35,35,35,45,0,30
300,90,0,25,30,35,45,0,30
315,95,0,20,35,45,40,0,30
330,100,0,25,45,45,45,0,35
345,95,0,20,40,45,45,0,35
360,95,0,20,35,40,45,0,30
375,90,0,20,35,40,50,0,20
390,90,0,25,35,40,50,0,30
405,100,0,25,40,40,40,0,45
420,100,0,25,40,40,40,0,45
435,100,0,25,50,45,20,0,30
450,85,0,20,50,35,5,0,30
465,75,0,15,45,20,5,0,30
480,70,0,10,40,30,5,0,20
495,60,0,15,40,30,5,0,30
510,50,0,15,35,40,5,0,30
525,55,0,25,30,40,5,0,30
540,65,0,25,30,35,5,0,30
555,60,0,20,20,40,5,0,15
570,60,0,20,20,45,5,0,15
585,65,0,10,25,20,5,0,15
600,60,0,10,25,20,10,0,15
615,55,0,15,25,10,15,0,30
630,55,0,20,25,15,15,0,30
645,45,0,20,30,25,15,0,15
660,55,0,15,25,20,10,0,20
675,55,0,15,25,15,10,0,20
690,0,0,15,15,10,10,0,20
705,0,0,15,10,5,5,0,20
