時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,70,5,15,5,5,0,5
15,125,110,25,40,5,5,0,15
30,120,120,45,65,10,10,0,30
45,130,140,80,70,35,40,0,35
60,130,150,75,80,80,50,25,35
75,125,150,85,90,85,60,15,35
90,105,150,85,95,85,60,20,50
105,95,145,90,95,85,60,20,50
120,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
150,120,100,90,100,65,55,45,55
165,120,100,90,100,70,60,35,35
180,130,100,100,105,75,55,40,40
195,120,100,90,95,75,55,20,50
210,110,100,90,85,75,55,25,35
225,110,120,95,90,75,65,30,50
240,0,0,0,0,0,0,0,0
255,110,110,75,85,85,65,30,35
270,110,110,85,85,80,65,35,40
285,120,110,85,80,75,65,40,35
300,120,120,85,90,70,65,60,40
315,125,120,85,90,75,70,45,50
330,125,120,85,95,75,70,30,65
345,125,110,85,90,85,75,30,55
360,125,110,90,85,85,70,35,55
375,120,110,80,75,95,70,35,65
390,120,110,85,85,95,65,45,55
405,120,100,85,90,90,55,45,50
420,120,95,90,90,80,60,50,50
435,125,110,100,80,75,60,40,55
450,125,125,90,80,85,65,35,50
465,135,135,80,80,80,65,35,70
480,140,125,80,80,70,70,40,50
495,140,125,80,80,65,60,30,50
510,140,120,90,85,65,60,30,55
525,130,120,90,85,0,65,35,50
540,130,120,95,95,0,70,35,45
555,125,100,80,95,0,75,50,50
570,120,100,90,95,0,70,50,50
585,110,85,80,80,0,60,30,35
600,105,80,75,70,0,60,30,30
615,95,75,65,60,0,55,20,15
630,85,65,60,50,25,35,15,15
645,0,55,55,45,40,15,25,15
660,0,55,60,45,45,25,25,15
675,0,0,0,55,50,40,15,30
690,0,0,0,0,0,0,15,40
705,0,0,0,0,0,0,0,20
