時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,80,130,40,35,5,5,0,15
15,110,100,55,40,5,5,0,15
30,110,110,65,55,15,5,0,15
45,120,120,60,55,30,5,0,30
60,120,120,50,70,70,5,5,50
75,110,120,45,75,60,20,15,50
90,100,110,45,65,70,25,15,35
105,90,110,45,65,65,25,25,45
120,90,90,40,65,60,20,30,60
135,100,95,45,0,60,25,30,55
150,100,90,65,0,65,30,30,35
165,100,100,60,0,70,20,40,55
180,100,110,50,0,70,30,30,45
195,100,110,50,0,70,20,25,35
210,100,110,60,0,70,20,30,35
225,0,110,60,0,70,35,35,50
240,0,110,60,0,75,35,30,45
255,0,105,50,10,80,30,40,45
270,0,110,50,80,80,15,40,45
285,0,110,50,75,75,15,35,55
300,0,105,70,85,75,15,20,65
315,0,105,70,95,75,15,35,50
330,0,110,55,90,70,20,45,50
345,0,110,35,90,70,30,50,45
360,35,110,40,95,60,30,40,45
375,110,110,45,95,50,20,40,45
390,150,100,50,95,45,15,50,45
405,160,110,55,95,60,15,45,45
420,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
450,160,140,45,95,85,20,40,35
465,160,130,40,80,90,30,20,45
480,160,130,40,80,80,40,25,45
495,120,90,40,80,65,40,30,50
510,115,85,40,80,55,40,30,35
525,110,80,30,80,40,30,30,50
540,90,85,15,70,45,30,35,45
555,90,105,15,60,50,35,35,35
570,80,95,30,60,50,35,35,35
585,0,0,0,0,0,0,0,0
600,95,80,20,45,40,30,15,15
615,95,80,20,40,20,25,20,15
630,95,75,15,35,5,10,25,15
645,0,0,0,0,0,0,0,0
660,65,45,15,25,5,5,15,15
675,0,55,25,50,10,5,15,15
690,0,55,15,45,25,20,15,15
705,0,0,10,25,15,15,0,15
