時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,170,160,50,90,10,10,0,5
15,180,150,80,120,25,30,0,20
30,160,160,105,120,100,65,0,35
45,170,160,110,120,125,70,0,50
60,165,160,110,120,125,80,0,50
75,155,150,110,120,135,80,0,35
90,150,140,100,85,120,80,0,35
105,145,135,90,95,110,80,0,45
120,150,120,95,105,95,85,0,50
135,140,115,80,105,100,85,0,30
150,135,95,85,105,100,70,0,55
165,135,95,85,100,100,70,0,45
180,140,90,85,90,95,65,0,45
195,120,115,85,95,95,60,0,35
210,115,115,100,90,95,60,0,35
225,125,115,100,95,95,70,0,50
240,125,105,85,90,105,75,0,35
255,125,105,75,90,105,75,0,35
270,135,115,75,90,95,70,0,45
285,140,110,90,100,100,70,0,45
300,140,110,95,110,100,70,0,60
315,140,110,90,100,100,75,0,45
330,130,120,90,90,110,75,0,45
345,130,120,90,90,115,75,0,50
360,130,120,100,100,115,75,0,50
375,140,120,95,105,115,75,0,50
390,145,120,100,105,120,75,0,45
405,140,130,100,95,80,75,0,45
420,140,125,100,100,95,80,0,60
435,130,120,110,95,95,75,0,60
450,130,115,100,90,95,75,0,50
465,125,100,100,90,95,70,0,50
480,125,110,100,90,85,70,0,40
495,135,120,105,90,90,70,0,45
510,135,115,95,105,95,70,0,40
525,130,100,95,100,95,70,0,45
540,120,95,100,100,95,70,0,45
555,110,95,90,100,85,70,0,35
570,105,95,75,75,65,60,0,35
585,105,95,60,65,55,55,0,35
600,100,95,65,65,45,50,0,20
615,90,95,65,55,45,40,0,20
630,80,85,55,45,55,30,0,20
645,75,60,55,55,60,30,0,15
660,0,0,0,60,45,50,0,30
675,0,0,0,0,40,50,0,30
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,25
