時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,75,35,15,0,5,5,0,15
15,110,60,40,0,10,5,0,15
30,120,80,70,0,50,20,0,10
45,110,80,90,0,80,55,0,10
60,110,75,75,0,90,80,5,25
75,115,75,60,0,95,80,15,30
90,95,70,60,0,95,80,15,20
105,80,70,65,0,85,80,15,10
120,90,70,65,0,85,80,15,15
135,90,65,55,0,85,75,15,20
150,80,60,60,0,70,60,15,15
165,80,60,60,0,70,60,15,20
180,80,60,55,0,90,60,15,20
195,90,65,50,0,110,75,15,20
210,90,50,60,0,100,75,15,20
225,90,45,60,0,100,70,15,20
240,90,45,55,0,90,65,15,15
255,75,60,50,0,90,65,15,20
270,80,70,60,0,90,65,15,20
285,95,70,75,0,80,75,15,15
300,115,75,75,0,70,75,15,15
315,115,70,70,0,70,55,30,20
330,100,80,70,0,70,55,15,15
345,100,80,75,0,80,55,15,20
360,95,80,85,0,85,65,15,15
375,95,80,85,0,85,65,15,15
390,95,75,80,0,80,50,25,20
405,105,70,75,0,80,30,20,20
420,105,60,70,0,65,35,20,15
435,95,60,70,0,55,35,20,20
450,90,60,70,0,70,35,20,20
465,95,65,65,0,70,30,20,20
480,95,75,65,0,70,35,20,15
495,90,80,75,0,70,35,20,15
510,75,70,75,0,75,25,20,20
525,75,50,65,0,70,15,20,20
540,80,50,65,0,65,5,20,15
555,75,55,75,0,60,5,15,15
570,65,55,70,0,60,5,15,15
585,65,50,70,0,60,5,15,15
600,65,45,60,0,50,5,15,15
615,70,45,60,0,40,5,15,15
630,70,45,60,0,40,5,15,15
645,70,45,60,0,40,5,15,15
660,70,45,60,0,40,5,15,15
675,70,45,60,0,40,5,15,15
690,70,45,60,0,40,5,15,15
705,70,45,60,0,40,5,15,15
