時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,95,80,5,45,0,10,0,5
15,95,80,80,50,0,10,0,20
30,95,80,80,65,0,5,0,20
45,105,75,85,70,0,5,0,20
60,105,80,75,75,0,10,5,30
75,105,80,75,75,0,10,20,35
90,105,80,75,70,0,10,20,30
105,95,75,75,65,0,15,15,35
120,80,75,70,65,0,25,15,30
135,90,75,70,60,0,25,15,30
150,80,70,60,60,0,30,20,20
165,80,70,60,70,0,35,35,20
180,90,65,75,70,0,40,25,20
195,95,60,75,80,0,40,30,20
210,90,80,75,65,0,40,25,20
225,90,75,70,65,0,45,20,15
240,95,70,70,60,0,45,15,15
255,95,65,70,65,0,45,15,20
270,85,70,70,65,0,45,20,30
285,85,65,75,60,0,45,15,30
300,85,70,75,65,0,45,15,30
315,85,70,80,70,0,45,15,30
330,100,70,80,70,0,45,20,20
345,100,80,75,60,0,45,25,20
360,85,80,80,60,0,45,25,20
375,80,70,80,60,0,45,15,30
390,95,70,80,70,0,45,15,20
405,95,70,70,55,0,45,20,30
420,95,70,70,60,0,45,25,30
435,85,70,75,60,0,45,15,20
450,90,65,75,55,0,45,25,20
465,90,65,75,60,0,45,20,20
480,90,70,80,60,0,45,20,20
495,90,70,80,50,0,40,25,30
510,100,70,80,50,0,40,15,30
525,90,65,90,55,0,35,15,20
540,90,65,80,55,0,30,20,15
555,90,65,80,50,0,30,0,20
570,80,60,65,50,0,30,0,20
585,80,55,65,45,0,30,0,15
600,70,50,70,40,0,25,0,20
615,65,45,65,35,0,20,0,20
630,50,30,65,30,0,15,0,20
645,50,30,55,25,0,15,0,25
660,45,30,55,20,0,5,0,0
675,0,0,0,40,0,5,0,0
690,0,0,0,0,0,20,0,0
705,0,0,0,0,0,0,0,0
