時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,70,50,5,5,5,5,0,5
15,120,70,40,80,5,5,0,20
30,140,80,70,70,30,15,0,15
45,120,80,60,70,60,50,0,30
60,100,80,55,65,75,60,20,30
75,100,80,55,70,70,60,15,20
90,85,70,65,65,55,55,15,25
105,80,65,60,60,50,45,20,35
120,75,60,60,60,45,45,20,20
135,75,60,60,65,50,45,20,15
150,75,55,55,65,50,40,25,15
165,100,55,50,70,50,45,15,20
180,100,55,50,75,55,45,15,15
195,105,60,55,75,55,45,20,30
210,95,45,55,60,55,50,20,15
225,95,60,50,55,60,45,20,15
240,95,65,50,70,45,45,25,15
255,95,60,45,70,45,50,25,15
270,70,65,55,75,50,50,25,20
285,70,55,55,70,50,50,15,20
300,85,55,55,70,50,40,25,15
315,75,55,55,60,55,45,15,20
330,85,60,55,70,50,40,15,20
345,75,70,55,75,55,55,15,20
360,80,80,65,75,55,60,25,30
375,85,75,65,70,55,50,20,30
390,85,65,60,60,55,50,25,30
405,85,55,50,70,60,55,25,15
420,80,55,60,75,50,55,25,15
435,75,50,60,65,50,50,20,15
450,75,50,45,55,50,50,25,15
465,90,60,55,55,50,50,25,15
480,95,60,55,0,50,45,25,20
495,95,65,55,0,50,45,25,20
510,95,75,65,0,65,45,15,20
525,75,60,75,0,65,65,25,20
540,80,65,75,0,65,55,25,20
555,85,55,70,0,40,50,15,20
570,85,55,60,0,40,45,25,30
585,70,50,60,0,40,45,15,15
600,65,40,55,0,35,45,20,15
615,65,40,55,0,35,40,15,20
630,65,30,40,35,20,15,15,20
645,65,25,30,45,20,15,15,15
660,45,25,35,45,5,15,15,15
675,0,50,0,50,15,15,15,20
690,0,35,0,0,10,20,0,15
705,0,30,0,0,5,20,0,15
