時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,90,70,45,45,5,10,0,20
30,110,70,55,60,15,15,0,20
45,115,70,50,65,30,20,0,20
60,105,75,50,55,35,25,0,20
75,90,65,40,55,40,30,20,20
90,80,55,40,45,40,30,15,20
105,75,55,45,55,40,30,25,15
120,75,65,45,50,35,25,25,15
135,80,65,50,50,30,30,15,20
150,80,50,45,45,35,30,15,15
165,70,55,40,50,40,25,15,20
180,70,55,40,45,40,25,20,20
195,70,55,40,55,35,25,20,15
210,70,60,40,60,30,25,25,15
225,75,50,40,60,35,20,25,30
240,70,45,45,45,35,25,15,35
255,65,50,45,45,40,25,20,25
270,65,65,40,50,35,25,20,25
285,70,60,40,55,30,25,25,20
300,70,55,40,50,30,25,25,15
315,75,55,40,50,30,20,30,15
330,75,45,35,50,35,25,15,20
345,75,55,35,40,30,30,15,20
360,65,65,45,45,25,30,20,20
375,70,55,45,50,30,30,20,20
390,65,60,35,50,30,30,20,15
405,65,60,35,45,30,20,15,20
420,65,55,45,45,30,20,15,15
435,85,55,45,45,25,20,20,15
450,85,55,40,40,25,20,20,15
465,80,55,40,40,20,20,25,15
480,70,60,40,35,20,20,25,20
495,75,60,40,40,20,20,25,20
510,75,60,40,50,20,20,15,20
525,75,50,40,45,20,20,20,20
540,70,50,35,40,25,20,20,15
555,70,45,35,40,25,20,25,15
570,75,50,30,35,20,20,25,15
585,70,50,30,30,20,25,25,15
600,70,50,30,35,10,20,15,15
615,55,40,25,30,5,15,20,15
630,50,30,20,25,5,5,20,20
645,50,25,20,20,5,5,25,20
660,40,25,20,10,5,5,15,15
675,45,30,25,15,5,5,15,20
690,0,0,0,35,5,5,20,20
705,0,0,0,0,5,10,0,25
