時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,120,70,50,50,10,10,0,15
30,130,80,40,50,30,20,0,20
45,120,70,40,50,30,25,0,20
60,110,65,45,45,40,25,0,20
75,100,65,50,45,45,25,15,20
90,80,70,50,55,35,30,15,20
105,70,70,50,60,25,30,25,15
120,90,60,45,60,35,30,25,25
135,90,55,45,55,40,30,15,15
150,90,45,45,50,40,30,15,15
165,90,45,45,50,35,25,15,15
180,90,55,45,50,35,25,15,20
195,90,60,50,45,30,25,25,15
210,95,70,50,55,35,25,25,15
225,95,70,50,55,35,25,15,20
240,95,65,50,50,35,25,15,20
255,90,60,45,55,35,35,15,15
270,90,55,50,55,35,30,20,15
285,90,55,45,55,35,30,20,15
300,85,55,45,55,35,25,25,30
315,90,60,45,45,35,30,30,20
330,90,60,45,45,40,30,15,20
345,90,60,45,50,40,30,20,20
360,90,55,50,45,30,35,25,30
375,90,50,45,45,35,30,25,25
390,85,55,40,50,40,30,25,15
405,85,50,40,50,35,30,15,20
420,80,55,45,55,30,30,15,20
435,95,60,45,55,30,30,20,20
450,95,60,45,55,25,30,25,20
465,85,60,40,55,25,30,15,15
480,95,60,40,60,25,30,15,30
495,100,60,40,55,25,30,15,15
510,100,65,50,50,25,30,15,15
525,80,60,50,40,30,30,25,20
540,75,60,40,40,30,25,25,20
555,75,50,40,45,25,25,25,20
570,85,50,40,45,25,25,25,20
585,0,0,0,0,0,0,0,0
600,75,35,30,40,25,20,15,15
615,65,40,30,35,20,20,20,15
630,55,35,30,30,5,15,20,15
645,50,30,30,25,5,5,25,15
660,45,30,30,10,5,5,25,15
675,50,35,45,30,5,5,20,15
690,0,0,0,0,5,5,20,15
705,0,0,0,0,15,10,0,15
