時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,60,60,65,25,5,0,5
15,100,90,60,75,30,40,0,20
30,105,90,65,65,75,55,0,20
45,105,75,55,55,55,55,0,25
60,100,70,50,55,50,45,15,20
75,80,60,45,50,40,40,15,20
90,70,50,45,50,40,35,15,20
105,70,45,45,55,40,35,20,15
120,70,45,35,45,40,45,20,20
135,70,55,35,45,45,45,20,20
150,75,50,35,50,45,40,20,20
165,75,40,35,55,40,35,20,20
180,70,45,40,45,35,45,20,20
195,75,75,40,50,45,45,20,15
210,60,65,35,30,40,35,15,28
225,60,65,35,35,40,40,15,15
240,75,60,40,45,30,40,15,15
255,80,55,35,45,30,35,15,15
270,70,55,40,45,40,30,15,15
285,70,60,40,40,40,35,15,20
300,70,55,30,35,35,35,15,15
315,65,50,25,40,35,40,15,15
330,75,65,40,50,35,40,15,15
345,75,65,45,45,35,35,20,15
360,75,70,45,45,40,40,20,15
375,70,60,40,40,40,45,25,15
390,70,60,35,40,30,45,20,15
405,70,65,40,45,30,40,25,15
420,70,65,40,40,30,35,25,20
435,60,60,35,40,55,35,15,20
450,70,60,30,35,50,40,20,20
465,70,60,40,35,50,40,20,15
480,65,60,40,40,30,35,15,20
495,60,55,35,40,35,30,15,20
510,60,55,30,40,30,30,25,20
525,65,45,30,30,30,40,20,20
540,60,40,25,30,30,35,25,20
555,50,50,25,35,25,25,25,20
570,40,50,25,30,25,25,15,20
585,45,50,25,25,20,25,20,20
600,50,40,20,25,15,30,20,15
615,45,30,25,25,10,15,20,10
630,40,25,15,15,5,5,25,20
645,35,30,15,10,5,10,25,10
660,45,45,20,15,5,15,15,10
675,55,50,35,30,5,5,15,20
690,45,40,30,30,10,10,0,20
705,0,30,0,20,5,10,0,15
