時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,120,100,45,40,5,30,0,20
30,140,110,45,55,25,35,0,15
45,140,80,45,55,35,35,0,20
60,140,75,55,60,40,35,0,20
75,110,75,55,55,35,45,15,20
90,105,65,50,55,40,45,20,20
105,105,80,50,60,40,45,20,15
120,90,80,45,60,40,45,25,20
135,95,60,45,55,45,45,15,15
150,100,50,50,60,40,45,15,15
165,100,55,50,60,35,45,15,20
180,100,60,40,50,40,35,20,20
195,90,65,35,50,40,30,25,15
210,90,70,40,55,40,30,25,20
225,95,70,50,60,40,35,15,20
240,100,65,55,55,40,35,15,15
255,100,60,50,55,40,35,15,25
270,95,50,45,45,40,35,20,15
285,95,60,45,50,40,40,25,15
300,95,70,45,70,40,40,25,20
315,95,80,50,75,40,40,20,20
330,100,80,80,65,45,40,30,30
345,100,80,80,60,45,35,15,30
360,80,80,80,80,40,35,20,30
375,80,60,95,80,35,35,25,30
390,105,55,95,65,35,35,25,35
405,105,70,40,50,40,35,30,40
420,95,75,30,45,40,30,30,15
435,90,75,45,55,30,30,20,20
450,95,75,55,55,30,25,20,20
465,90,80,70,50,30,25,25,35
480,85,80,80,55,20,25,25,35
495,85,80,80,60,25,15,25,35
510,85,65,60,60,35,20,20,15
525,85,60,60,60,30,20,20,20
540,85,65,60,50,30,10,20,20
555,85,65,35,50,30,10,20,20
570,85,80,45,45,0,15,20,20
585,85,70,45,45,0,15,15,15
600,80,75,40,50,0,5,15,15
615,80,70,50,50,0,5,15,15
630,75,60,50,45,0,5,15,20
645,65,60,60,40,0,5,15,15
660,65,55,55,35,0,5,20,15
675,65,50,50,35,0,5,20,20
690,0,50,30,35,0,5,15,20
705,0,35,20,0,5,5,0,20
