時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,95,80,5,60,15,5,0,5
15,100,90,45,65,35,15,0,20
30,100,90,65,65,50,45,0,15
45,110,85,60,60,60,45,0,35
60,95,80,40,55,55,55,5,35
75,80,70,30,55,55,40,15,35
90,70,45,30,55,45,40,15,35
105,70,55,30,50,45,30,20,35
120,65,55,35,50,45,30,20,20
135,65,60,25,55,40,30,20,20
150,70,55,30,50,50,35,25,20
165,70,55,35,45,40,35,20,20
180,75,55,40,50,45,35,15,15
195,75,55,45,50,45,30,20,15
210,70,60,35,50,45,30,15,15
225,70,60,25,45,40,40,20,15
240,65,60,25,45,40,30,20,15
255,65,55,20,45,45,35,20,15
270,65,40,35,40,45,40,25,20
285,70,45,35,40,45,35,15,15
300,70,50,30,40,50,30,15,15
315,70,45,25,40,50,30,15,15
330,70,55,30,45,40,30,15,15
345,70,60,40,50,40,30,20,20
360,65,60,30,50,45,40,15,20
375,60,60,30,45,45,40,20,20
390,75,60,30,40,45,35,20,20
405,80,60,35,50,40,35,20,20
420,75,60,40,45,35,35,20,20
435,75,50,35,45,35,35,20,20
450,85,50,30,40,35,35,20,20
465,90,50,25,40,35,30,20,15
480,90,55,25,35,40,25,20,20
495,80,60,35,35,45,35,15,20
510,75,60,35,40,40,40,20,15
525,65,60,35,40,40,40,25,15
540,65,65,40,45,35,0,25,15
555,65,60,40,40,40,0,20,15
570,85,55,40,40,40,0,20,15
585,85,55,35,35,40,0,20,15
600,85,45,25,25,35,0,15,15
615,75,40,25,25,25,15,20,15
630,55,35,20,25,10,25,25,10
645,50,30,15,20,20,10,15,10
660,45,35,25,20,15,15,15,10
675,0,55,35,35,5,20,15,15
690,0,0,35,35,20,25,0,10
705,0,0,0,25,10,0,0,15
