時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,65,50,5,25,5,5,0,5
15,65,60,50,40,5,5,0,5
30,85,60,50,55,25,5,0,15
45,85,50,40,60,45,5,0,20
60,75,60,45,60,60,15,5,30
75,80,60,45,45,50,20,15,20
90,80,60,45,45,55,15,20,20
105,70,50,45,45,35,10,20,15
120,70,45,40,50,40,15,25,15
135,60,40,35,50,35,30,25,15
150,60,40,35,55,35,15,20,15
165,70,40,35,50,35,15,20,15
180,70,35,30,40,40,5,20,15
195,75,40,25,40,25,5,25,15
210,75,40,25,40,25,5,25,15
225,60,35,25,35,30,5,25,15
240,60,35,35,35,40,5,25,20
255,50,40,35,40,40,5,25,15
270,50,45,30,40,30,0,25,20
285,50,45,25,0,45,0,15,20
300,70,60,25,0,45,0,15,15
315,70,60,25,0,40,5,15,15
330,60,60,35,0,40,10,15,15
345,65,60,45,0,45,15,20,20
360,70,65,45,0,45,30,20,20
375,75,55,45,0,45,25,25,20
390,80,60,45,0,45,25,25,20
405,80,60,45,5,50,20,15,15
420,70,50,45,45,50,20,15,20
435,70,50,40,50,40,10,25,20
450,60,50,35,50,35,10,15,20
465,45,50,35,50,40,5,20,15
480,50,50,35,55,40,5,20,20
495,50,60,35,45,30,5,25,15
510,60,60,25,35,0,5,25,15
525,60,50,25,45,0,5,15,15
540,60,50,25,50,0,5,15,15
555,60,45,20,40,0,5,15,15
570,50,45,25,45,0,5,15,15
585,50,50,30,45,0,5,25,15
600,50,50,25,30,0,5,20,15
615,40,50,25,30,0,5,20,20
630,45,40,25,35,0,5,15,20
645,45,45,25,35,10,5,25,20
660,45,40,15,35,15,5,20,20
675,40,40,20,20,20,5,20,15
690,35,25,20,15,15,5,0,20
705,25,20,20,15,5,5,0,15
