時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,100,65,70,20,5,0,5
15,100,100,75,75,25,20,0,15
30,85,75,55,65,40,35,0,15
45,75,60,55,50,50,40,0,35
60,75,40,55,45,50,40,5,20
75,80,50,45,45,40,40,20,20
90,65,55,40,45,40,30,15,20
105,55,50,30,40,35,25,20,15
120,60,40,25,45,40,30,20,15
135,60,35,25,35,35,30,25,15
150,55,35,30,35,35,30,15,20
165,55,40,30,35,25,30,15,15
180,50,50,30,35,25,25,15,15
195,50,50,30,35,30,25,15,15
210,60,50,30,35,20,30,15,15
225,65,45,30,35,25,25,20,15
240,70,50,30,30,25,25,25,15
255,70,50,20,30,35,25,25,15
270,70,45,25,35,40,25,20,15
285,70,50,30,35,40,20,20,20
300,70,50,25,35,30,20,20,20
315,65,45,25,30,20,25,20,20
330,75,40,25,35,35,30,20,20
345,75,60,25,35,40,25,20,20
360,80,65,30,40,40,20,20,15
375,90,70,40,40,40,30,20,15
390,90,75,40,45,30,45,20,15
405,95,65,40,50,30,35,20,15
420,80,55,40,40,30,30,20,15
435,80,60,30,35,30,25,20,15
450,90,60,20,20,25,30,20,15
465,85,55,25,25,25,30,20,15
480,85,50,30,30,30,30,15,20
495,85,45,30,30,30,30,20,20
510,90,45,30,30,30,30,20,15
525,90,45,25,25,30,30,25,20
540,90,55,25,25,25,25,25,20
555,75,50,25,25,25,30,15,20
570,60,45,25,25,20,30,15,20
585,45,40,20,25,20,25,20,15
600,50,40,15,25,15,20,20,15
615,40,30,15,25,10,10,20,15
630,45,30,10,15,5,5,20,15
645,40,30,15,5,5,5,20,20
660,40,35,20,10,5,5,20,15
675,0,40,30,30,5,5,20,10
690,0,0,0,25,10,10,0,10
705,0,0,0,15,10,10,0,15
