時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,150,130,55,60,10,0,0,15
30,150,110,60,60,25,0,0,15
45,150,120,70,65,50,0,0,20
60,150,110,70,70,60,0,0,20
75,130,100,70,80,60,0,25,30
90,120,100,65,80,55,0,15,30
105,120,100,65,80,50,0,25,35
120,120,100,65,75,40,0,25,40
135,120,100,65,65,40,0,15,15
150,110,80,60,60,50,0,15,20
165,105,70,60,60,50,0,15,20
180,110,70,60,60,40,0,15,30
195,110,80,60,60,40,0,20,15
210,100,120,60,65,40,0,25,15
225,95,105,60,65,35,0,15,40
240,110,105,55,65,40,0,15,20
255,120,105,55,60,45,0,15,35
270,120,105,55,60,45,0,20,20
285,120,90,55,60,45,0,20,20
300,115,75,60,60,45,0,25,35
315,95,75,60,60,45,0,15,35
330,95,90,55,65,45,0,20,35
345,110,100,50,65,45,0,25,30
360,125,100,55,60,40,0,20,20
375,125,100,55,60,40,0,25,35
390,125,90,60,60,40,0,25,20
405,125,90,60,60,40,0,25,20
420,115,90,65,60,40,0,15,35
435,115,85,50,60,40,0,20,40
450,120,105,60,65,40,0,20,35
465,120,105,60,65,40,0,20,35
480,120,105,55,55,40,0,25,15
495,120,105,55,55,40,0,25,35
510,125,85,55,65,35,0,15,20
525,110,85,55,55,35,0,15,35
540,105,80,55,50,35,0,15,35
555,100,80,50,45,35,0,25,20
570,95,90,55,45,30,0,25,20
585,105,85,55,45,25,0,15,20
600,100,65,55,40,20,0,20,15
615,100,65,40,40,15,0,20,20
630,90,65,30,25,10,0,20,15
645,70,40,40,25,5,0,20,15
660,65,35,40,25,5,0,15,20
675,0,0,0,60,5,0,15,15
690,0,0,0,35,5,0,15,20
705,0,0,0,25,20,0,0,15
