時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,130,120,50,45,15,5,0,15
30,140,120,50,60,30,10,0,15
45,140,120,50,70,50,25,0,15
60,140,110,60,70,55,40,0,15
75,130,110,70,65,60,40,15,15
90,130,110,75,65,60,40,20,30
105,130,110,70,60,55,40,25,30
120,120,100,70,60,55,40,25,30
135,110,100,60,60,50,35,15,15
150,105,85,50,55,50,35,30,15
165,100,65,50,60,35,35,15,30
180,110,70,50,55,45,35,20,20
195,110,95,45,60,50,35,25,20
210,110,95,50,60,50,35,25,20
225,120,95,55,60,40,35,25,30
240,110,100,55,55,45,40,25,30
255,110,100,55,55,45,35,20,15
270,100,100,55,55,45,35,25,30
285,105,100,55,55,45,35,25,30
300,105,100,55,55,45,35,30,30
315,105,100,55,55,45,35,30,30
330,110,90,55,55,40,35,30,30
345,110,90,50,50,40,40,15,35
360,110,90,45,50,45,40,20,35
375,110,65,60,55,45,35,25,40
390,110,90,60,55,40,35,20,40
405,115,90,60,75,45,35,25,45
420,115,100,55,65,40,35,15,40
435,115,100,55,65,40,35,20,35
450,125,100,50,60,40,35,20,30
465,125,90,50,55,40,35,25,30
480,120,90,50,55,40,35,25,35
495,125,80,50,45,35,40,30,35
510,120,80,55,45,35,35,15,35
525,115,80,50,45,35,35,15,20
540,100,75,50,50,35,35,25,20
555,90,75,50,45,30,35,25,30
570,100,70,50,45,25,30,15,30
585,100,60,45,40,25,30,15,20
600,100,55,35,35,15,25,15,15
615,90,50,35,35,10,15,15,15
630,80,40,40,15,5,5,15,20
645,65,40,40,20,5,10,25,20
660,0,50,40,30,5,5,25,15
675,0,0,0,55,25,10,15,20
690,0,0,0,40,20,15,15,35
705,0,0,0,0,15,15,0,20
