時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,80,55,5,30,5,5,0,5
15,80,70,60,45,5,5,0,15
30,75,65,55,60,25,5,0,15
45,70,65,45,70,55,10,0,20
60,65,55,45,65,50,10,15,20
75,65,50,40,75,35,10,15,20
90,70,55,40,65,35,5,15,15
105,55,50,35,60,35,5,20,15
120,45,40,40,55,45,5,25,20
135,45,30,40,50,45,5,25,20
150,60,30,30,35,45,5,25,20
165,60,35,30,40,50,5,25,15
180,60,35,25,50,30,5,15,15
195,45,40,25,50,30,5,15,15
210,45,55,40,60,25,5,15,15
225,50,55,40,60,35,5,20,15
240,50,35,45,55,50,5,20,15
255,50,30,40,50,50,5,25,15
270,45,45,35,50,45,5,15,15
285,40,60,40,50,40,5,25,15
300,60,50,45,50,45,5,20,10
315,60,40,45,50,45,5,15,10
330,55,35,35,55,50,5,20,10
345,45,40,35,55,50,5,20,10
360,60,65,40,45,45,5,20,10
375,60,65,40,40,45,5,20,15
390,60,60,40,45,45,5,20,10
405,60,50,35,0,45,5,15,15
420,60,45,40,0,55,5,15,10
435,50,50,45,0,60,5,15,15
450,45,55,50,0,60,5,15,15
465,55,55,55,0,45,5,15,20
480,55,60,55,0,30,5,15,15
495,50,60,45,0,30,5,25,15
510,45,45,40,0,45,5,20,15
525,45,40,35,0,55,5,25,20
540,45,35,30,0,45,10,15,20
555,40,40,30,0,45,15,20,20
570,40,45,30,30,20,25,25,20
585,30,45,25,55,15,20,15,20
600,35,35,20,50,5,15,25,20
615,35,30,20,45,5,15,15,20
630,35,25,15,35,5,5,15,20
645,15,20,15,25,5,5,15,20
660,25,20,15,25,5,5,15,20
675,40,25,20,40,5,5,15,20
690,35,30,20,30,5,5,0,20
705,30,20,15,20,5,5,0,10
