時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,110,75,30,40,5,0,0,20
30,115,70,30,50,10,0,0,15
45,110,80,35,60,25,0,0,20
60,110,90,30,55,30,0,0,20
75,110,90,35,50,30,0,25,20
90,100,80,35,45,35,0,20,15
105,100,70,35,40,35,0,25,20
120,100,70,35,45,35,0,25,15
135,80,50,25,50,35,0,15,20
150,75,45,25,50,35,0,15,15
165,70,50,25,60,30,0,15,35
180,70,50,25,55,30,0,20,35
195,85,60,30,45,25,0,25,20
210,95,60,30,55,25,0,25,20
225,95,60,25,55,30,0,15,20
240,85,65,25,55,35,0,15,20
255,80,60,20,50,35,0,15,30
270,70,55,25,45,25,0,20,15
285,75,55,25,50,25,0,25,15
300,80,55,25,55,30,0,25,20
315,80,55,25,45,35,0,15,15
330,65,55,15,45,35,0,15,20
345,70,55,15,50,30,0,20,20
360,70,65,20,50,35,0,20,20
375,75,60,20,45,35,0,15,20
390,80,50,15,45,35,0,25,20
405,80,50,15,45,30,0,20,20
420,70,55,20,40,25,0,20,30
435,75,55,15,45,25,0,15,15
450,80,60,20,45,25,0,20,15
465,75,60,15,45,25,0,20,15
480,70,65,15,40,20,0,25,15
495,70,60,20,40,15,0,15,20
510,75,60,20,40,15,0,20,20
525,75,60,20,40,20,0,25,15
540,75,60,15,40,20,0,20,20
555,65,55,15,40,20,0,25,20
570,65,55,20,40,15,0,25,15
585,65,50,20,40,15,0,15,15
600,60,45,15,0,15,0,15,15
615,50,45,15,0,5,0,20,20
630,50,35,15,0,5,0,20,15
645,55,35,15,0,5,0,25,15
660,55,40,15,0,5,0,15,15
675,45,45,15,10,5,0,25,20
690,0,55,25,45,5,0,15,20
705,0,0,25,0,5,0,0,15
