時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,170,140,50,55,15,0,0,20
30,140,140,65,70,40,0,0,15
45,140,140,65,80,50,0,0,20
60,140,140,65,75,50,0,0,35
75,135,140,65,75,50,0,15,50
90,130,135,70,75,60,0,25,50
105,130,130,90,85,65,0,30,35
120,130,120,95,85,60,0,30,35
135,125,115,100,85,60,0,25,35
150,125,105,100,80,65,0,30,35
165,125,90,80,85,65,0,40,40
180,120,110,75,75,65,0,20,40
195,120,145,75,75,60,0,25,20
210,120,135,85,85,60,0,25,40
225,120,120,90,85,60,0,30,50
240,125,120,85,85,60,0,30,40
255,130,120,85,80,65,0,35,40
270,130,120,90,80,65,0,40,40
285,125,120,80,80,65,0,40,40
300,120,100,90,90,60,0,25,40
315,130,100,90,90,65,0,30,50
330,130,130,80,90,65,0,35,35
345,115,105,80,95,60,0,25,35
360,115,120,90,95,60,0,35,55
375,110,120,85,95,65,0,40,40
390,130,120,85,95,65,0,45,40
405,140,120,80,85,60,0,45,35
420,130,120,85,75,60,0,30,40
435,130,120,85,70,60,0,15,35
450,130,130,85,85,60,0,20,35
465,130,120,85,90,55,0,20,35
480,140,120,95,90,55,0,25,30
495,145,110,95,90,55,0,30,40
510,145,110,95,100,50,0,30,50
525,145,110,100,95,50,0,20,0
540,135,100,100,90,50,0,20,0
555,130,100,100,80,50,0,25,0
570,130,120,90,80,50,0,25,5
585,125,120,70,75,40,0,20,20
600,125,120,70,75,45,0,15,20
615,105,90,70,65,45,0,20,20
630,105,60,65,50,40,0,20,20
645,0,55,60,45,25,0,25,15
660,0,50,70,60,15,0,15,15
675,0,0,0,0,15,0,20,20
690,0,0,0,0,40,0,25,15
705,0,0,0,0,0,0,0,25
