時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,130,130,50,50,20,10,0,20
30,150,130,50,70,40,20,0,20
45,150,130,70,70,60,30,0,20
60,150,130,70,70,60,40,0,35
75,160,140,70,80,60,45,20,35
90,180,140,70,80,55,45,20,30
105,180,140,75,80,60,45,25,45
120,150,120,80,80,65,50,15,30
135,140,120,80,70,70,45,15,30
150,130,120,70,60,60,45,15,35
165,120,100,70,70,55,50,15,35
180,130,90,70,80,55,50,20,35
195,120,90,55,80,55,45,25,30
210,120,100,70,80,60,40,20,30
225,130,110,60,0,55,40,20,30
240,140,110,70,0,60,45,30,45
255,140,110,90,0,60,50,35,30
270,140,120,90,0,65,50,35,45
285,140,120,80,0,60,50,35,35
300,140,110,70,0,60,50,25,35
315,140,90,70,0,65,45,30,35
330,140,110,70,50,65,45,30,45
345,140,110,70,80,65,40,35,45
360,130,110,70,80,55,40,40,45
375,130,110,75,80,50,45,25,35
390,140,120,70,85,50,45,25,35
405,140,100,75,90,50,40,40,45
420,140,90,75,90,50,40,30,35
435,150,90,75,90,55,40,35,35
450,150,115,80,90,55,45,35,40
465,155,115,75,85,55,45,30,45
480,155,125,85,90,50,45,25,50
495,155,125,85,95,45,40,30,30
510,160,120,80,95,50,40,30,35
525,155,120,80,90,50,40,20,40
540,150,110,90,90,50,35,15,40
555,130,110,85,90,50,40,25,40
570,125,100,70,75,45,45,25,35
585,125,85,70,75,40,45,30,35
600,110,85,60,70,35,30,20,40
615,100,80,60,65,30,25,25,15
630,0,0,0,0,0,0,0,0
645,0,60,55,55,20,25,20,20
660,0,50,50,55,15,20,20,20
675,0,0,0,0,15,15,15,20
690,0,0,0,0,30,35,20,45
705,0,0,0,0,0,0,0,25
