時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,65,5,20,5,5,0,5
15,115,100,45,50,5,5,0,20
30,130,120,80,75,25,5,0,15
45,140,100,70,95,75,65,0,20
60,140,80,70,95,100,70,25,50
75,110,85,70,0,110,75,15,45
90,120,95,85,0,90,80,15,50
105,130,120,95,0,85,90,15,35
120,120,100,95,0,100,85,30,30
135,120,90,85,0,100,90,35,35
150,110,90,85,0,100,85,30,35
165,110,0,90,0,110,95,30,30
180,120,0,90,50,110,95,30,50
195,120,0,100,100,90,90,35,35
210,125,0,80,100,85,75,35,35
225,130,0,80,100,80,75,40,40
240,125,90,80,100,90,75,35,35
255,120,70,75,95,85,75,25,40
270,120,100,75,80,85,80,40,45
285,120,110,70,80,95,75,40,30
300,120,110,70,90,95,75,25,35
315,120,110,75,90,95,75,15,30
330,120,100,80,110,85,60,30,40
345,120,110,90,120,75,65,30,45
360,110,110,90,130,75,75,35,50
375,110,110,85,120,80,70,40,45
390,110,110,85,110,80,75,50,50
405,120,110,85,110,90,75,25,35
420,120,125,85,110,90,75,25,40
435,135,150,90,110,90,75,35,45
450,140,140,85,100,85,75,35,35
465,140,110,90,100,85,75,35,45
480,135,100,90,105,85,70,20,45
495,135,110,105,120,90,55,35,35
510,0,0,105,120,90,55,20,35
525,0,0,0,120,0,0,35,45
540,110,0,90,130,0,5,25,40
555,120,45,70,120,50,10,20,35
570,120,100,70,100,50,50,30,20
585,110,120,70,90,70,40,20,20
600,100,95,55,90,55,35,20,20
615,90,80,55,65,40,25,25,20
630,80,70,65,60,40,15,15,15
645,70,55,40,55,35,25,15,15
660,65,80,50,55,35,25,15,15
675,0,70,0,50,35,25,15,15
690,0,60,0,40,0,35,0,15
705,0,0,0,0,0,20,0,15
