時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,160,140,65,90,20,35,0,5
15,160,140,85,105,50,40,0,35
30,150,140,100,80,140,50,0,45
45,160,75,110,90,100,70,0,45
60,155,75,110,90,85,80,5,30
75,140,110,110,85,75,70,20,35
90,125,105,65,85,75,60,15,35
105,125,100,60,80,75,50,20,40
120,125,90,55,70,80,50,25,45
135,125,75,55,70,70,50,25,20
150,125,60,55,75,70,45,25,30
165,105,70,70,75,75,40,20,30
180,105,95,65,75,75,55,15,30
195,105,95,70,85,70,55,25,30
210,115,75,65,85,70,50,30,30
225,120,75,60,85,65,50,20,30
240,120,75,65,0,75,50,20,30
255,120,75,65,0,75,55,25,35
270,115,90,85,0,85,55,40,35
285,120,90,85,0,95,55,25,35
300,120,100,90,0,90,65,30,50
315,110,95,90,0,90,65,20,45
330,115,95,85,0,90,60,30,35
345,105,115,85,0,90,65,20,45
360,140,120,65,0,75,70,35,45
375,135,110,70,0,85,60,35,45
390,130,100,80,90,90,60,40,25
405,130,105,80,80,95,55,30,35
420,125,90,80,90,100,55,30,45
435,120,95,75,100,90,50,35,30
450,120,95,70,110,80,45,30,35
465,115,85,70,110,60,60,35,35
480,115,85,80,115,75,60,35,35
495,120,95,85,100,80,60,20,50
510,115,100,75,100,80,50,25,35
525,120,100,75,95,80,55,35,20
540,120,90,80,90,80,55,25,20
555,120,80,75,80,70,50,30,20
570,100,70,70,80,50,45,30,20
585,100,65,55,85,45,50,15,25
600,95,65,50,85,55,40,25,15
615,85,70,45,85,50,35,25,15
630,80,55,50,75,50,30,15,15
645,0,55,50,65,30,30,15,15
660,0,50,50,60,20,20,20,15
675,0,0,0,65,45,30,15,20
690,0,0,0,0,0,0,20,15
705,0,0,0,0,0,0,0,20
