時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,65,5,45,5,5,0,5
15,95,60,55,50,5,15,0,15
30,90,60,50,50,25,30,0,15
45,75,60,50,60,35,40,0,15
60,65,55,35,55,50,40,20,20
75,60,50,40,50,40,40,20,20
90,60,50,40,45,40,35,15,15
105,0,0,0,0,0,0,0,0
120,65,45,35,40,30,40,25,20
135,65,45,30,40,35,30,25,20
150,60,40,25,40,35,30,25,15
165,60,45,35,45,40,25,25,20
180,60,45,35,40,40,20,25,20
195,60,40,40,30,35,25,15,20
210,60,40,35,30,25,30,15,15
225,55,30,35,35,25,25,20,15
240,55,40,45,45,25,30,20,20
255,70,35,40,45,30,30,15,15
270,65,40,35,40,30,35,20,20
285,65,40,35,40,35,40,25,20
300,45,40,35,40,40,40,25,20
315,45,30,35,40,35,30,15,20
330,65,45,30,40,25,20,15,20
345,60,45,30,40,35,20,20,20
360,60,45,35,40,35,30,15,20
375,65,45,30,40,35,30,20,15
390,60,40,30,45,40,30,25,20
405,60,40,30,45,35,25,25,15
420,45,45,35,40,30,25,15,15
435,35,40,30,35,45,35,30,15
450,50,35,30,35,35,25,25,20
465,50,40,35,35,40,20,15,15
480,55,50,25,25,40,20,15,15
495,50,50,25,35,30,25,15,20
510,50,50,30,30,30,30,20,15
525,50,40,30,30,25,30,20,15
540,45,35,35,30,35,25,20,15
555,45,35,30,30,30,25,20,15
570,40,40,30,30,25,25,20,15
585,35,35,25,25,20,25,20,15
600,30,35,25,25,15,25,15,20
615,35,25,25,15,5,15,20,20
630,25,15,15,5,5,10,20,15
645,20,15,10,5,5,5,25,20
660,30,15,10,15,5,5,15,20
675,40,40,20,20,5,5,20,20
690,40,35,20,15,5,5,0,20
705,25,0,20,15,5,5,0,25
